county,year,month,date,month_label,month_index,county_index,deaths,deaths_per_capita,population_year_used,population,log_rate
Adams,2007,1,2007-01-01,2007_1,0,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,2,2007-02-01,2007_2,1,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,3,2007-03-01,2007_3,2,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,4,2007-04-01,2007_4,3,0,1.0,3.504099796762212e-05,2007,28538.0,1.5049880479547542
Adams,2007,5,2007-05-01,2007_5,4,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,6,2007-06-01,2007_6,5,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,7,2007-07-01,2007_7,6,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,8,2007-08-01,2007_8,7,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,9,2007-09-01,2007_9,8,0,1.0,3.504099796762212e-05,2007,28538.0,1.5049880479547542
Adams,2007,10,2007-10-01,2007_10,9,0,0.0,0.0,2007,28538.0,0.0
Adams,2007,11,2007-11-01,2007_11,10,0,1.0,3.504099796762212e-05,2007,28538.0,1.5049880479547542
Adams,2007,12,2007-12-01,2007_12,11,0,5.0,0.0001752049898381,2007,28538.0,2.9188781718253805
Adams,2008,1,2008-01-01,2008_1,12,0,1.0,3.4860210555671756e-05,2008,28686.0,1.5009661297042944
Adams,2008,2,2008-02-01,2008_2,13,0,2.0,6.972042111134351e-05,2008,28686.0,2.0759406847167208
Adams,2008,3,2008-03-01,2008_3,14,0,0.0,0.0,2008,28686.0,0.0
Adams,2008,4,2008-04-01,2008_4,15,0,0.0,0.0,2008,28686.0,0.0
Adams,2008,5,2008-05-01,2008_5,16,0,3.0,0.000104580631667,2008,28686.0,2.438693688861747
Adams,2008,6,2008-06-01,2008_6,17,0,1.0,3.4860210555671756e-05,2008,28686.0,1.5009661297042944
Adams,2008,7,2008-07-01,2008_7,18,0,1.0,3.4860210555671756e-05,2008,28686.0,1.5009661297042944
Adams,2008,8,2008-08-01,2008_8,19,0,1.0,3.4860210555671756e-05,2008,28686.0,1.5009661297042944
Adams,2008,9,2008-09-01,2008_9,20,0,0.0,0.0,2008,28686.0,0.0
Adams,2008,10,2008-10-01,2008_10,21,0,0.0,0.0,2008,28686.0,0.0
Adams,2008,11,2008-11-01,2008_11,22,0,1.0,3.4860210555671756e-05,2008,28686.0,1.5009661297042944
Adams,2008,12,2008-12-01,2008_12,23,0,0.0,0.0,2008,28686.0,0.0
Adams,2009,1,2009-01-01,2009_1,24,0,3.0,0.0001052631578947,2009,28500.0,2.4446327506497405
Adams,2009,2,2009-02-01,2009_2,25,0,0.0,0.0,2009,28500.0,0.0
Adams,2009,3,2009-03-01,2009_3,26,0,2.0,7.017543859649122e-05,2009,28500.0,2.0816321230596544
Adams,2009,4,2009-04-01,2009_4,27,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2009,5,2009-05-01,2009_5,28,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2009,6,2009-06-01,2009_6,29,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2009,7,2009-07-01,2009_7,30,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2009,8,2009-08-01,2009_8,31,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2009,9,2009-09-01,2009_9,32,0,0.0,0.0,2009,28500.0,0.0
Adams,2009,10,2009-10-01,2009_10,33,0,0.0,0.0,2009,28500.0,0.0
Adams,2009,11,2009-11-01,2009_11,34,0,0.0,0.0,2009,28500.0,0.0
Adams,2009,12,2009-12-01,2009_12,35,0,1.0,3.508771929824561e-05,2009,28500.0,1.5060248170606696
Adams,2010,1,2010-01-01,2010_1,36,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,2,2010-02-01,2010_2,37,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,3,2010-03-01,2010_3,38,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,4,2010-04-01,2010_4,39,0,1.0,3.505328098710039e-05,2010,28528.0,1.505260718310672
Adams,2010,5,2010-05-01,2010_5,40,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,6,2010-06-01,2010_6,41,0,1.0,3.505328098710039e-05,2010,28528.0,1.505260718310672
Adams,2010,7,2010-07-01,2010_7,42,0,2.0,7.010656197420079e-05,2010,28528.0,2.080772679999488
Adams,2010,8,2010-08-01,2010_8,43,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,9,2010-09-01,2010_9,44,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,10,2010-10-01,2010_10,45,0,0.0,0.0,2010,28528.0,0.0
Adams,2010,11,2010-11-01,2010_11,46,0,1.0,3.505328098710039e-05,2010,28528.0,1.505260718310672
Adams,2010,12,2010-12-01,2010_12,47,0,0.0,0.0,2010,28528.0,0.0
Adams,2011,1,2011-01-01,2011_1,48,0,1.0,3.5160507717731446e-05,2011,28441.0,1.5076378888666322
Adams,2011,2,2011-02-01,2011_2,49,0,1.0,3.5160507717731446e-05,2011,28441.0,1.5076378888666322
Adams,2011,3,2011-03-01,2011_3,50,0,0.0,0.0,2011,28441.0,0.0
Adams,2011,4,2011-04-01,2011_4,51,0,0.0,0.0,2011,28441.0,0.0
Adams,2011,5,2011-05-01,2011_5,52,0,0.0,0.0,2011,28441.0,0.0
Adams,2011,6,2011-06-01,2011_6,53,0,0.0,0.0,2011,28441.0,0.0
Adams,2011,7,2011-07-01,2011_7,54,0,2.0,7.032101543546289e-05,2011,28441.0,2.0834462052432503
Adams,2011,8,2011-08-01,2011_8,55,0,0.0,0.0,2011,28441.0,0.0
Adams,2011,9,2011-09-01,2011_9,56,0,1.0,3.5160507717731446e-05,2011,28441.0,1.5076378888666322
Adams,2011,10,2011-10-01,2011_10,57,0,1.0,3.5160507717731446e-05,2011,28441.0,1.5076378888666322
Adams,2011,11,2011-11-01,2011_11,58,0,1.0,3.5160507717731446e-05,2011,28441.0,1.5076378888666322
Adams,2011,12,2011-12-01,2011_12,59,0,0.0,0.0,2011,28441.0,0.0
Adams,2012,1,2012-01-01,2012_1,60,0,0.0,0.0,2012,28265.0,0.0
Adams,2012,2,2012-02-01,2012_2,61,0,0.0,0.0,2012,28265.0,0.0
Adams,2012,3,2012-03-01,2012_3,62,0,0.0,0.0,2012,28265.0,0.0
Adams,2012,4,2012-04-01,2012_4,63,0,4.0,0.0001415177781708,2012,28265.0,2.718117872732726
Adams,2012,5,2012-05-01,2012_5,64,0,1.0,3.5379444542720676e-05,2012,28265.0,1.512474146148774
Adams,2012,6,2012-06-01,2012_6,65,0,0.0,0.0,2012,28265.0,0.0
Adams,2012,7,2012-07-01,2012_7,66,0,2.0,7.075888908544135e-05,2012,28265.0,2.088882944603644
Adams,2012,8,2012-08-01,2012_8,67,0,0.0,0.0,2012,28265.0,0.0
Adams,2012,9,2012-09-01,2012_9,68,0,1.0,3.5379444542720676e-05,2012,28265.0,1.512474146148774
Adams,2012,10,2012-10-01,2012_10,69,0,1.0,3.5379444542720676e-05,2012,28265.0,1.512474146148774
Adams,2012,11,2012-11-01,2012_11,70,0,2.0,7.075888908544135e-05,2012,28265.0,2.088882944603644
Adams,2012,12,2012-12-01,2012_12,71,0,2.0,7.075888908544135e-05,2012,28265.0,2.088882944603644
Adams,2013,1,2013-01-01,2013_1,72,0,0.0,0.0,2013,28052.0,0.0
Adams,2013,2,2013-02-01,2013_2,73,0,1.0,3.564808213318123e-05,2013,28052.0,1.518376500747764
Adams,2013,3,2013-03-01,2013_3,74,0,0.0,0.0,2013,28052.0,0.0
Adams,2013,4,2013-04-01,2013_4,75,0,1.0,3.564808213318123e-05,2013,28052.0,1.518376500747764
Adams,2013,5,2013-05-01,2013_5,76,0,1.0,3.564808213318123e-05,2013,28052.0,1.518376500747764
Adams,2013,6,2013-06-01,2013_6,77,0,0.0,0.0,2013,28052.0,0.0
Adams,2013,7,2013-07-01,2013_7,78,0,0.0,0.0,2013,28052.0,0.0
Adams,2013,8,2013-08-01,2013_8,79,0,2.0,7.129616426636246e-05,2013,28052.0,2.0955137424511667
Adams,2013,9,2013-09-01,2013_9,80,0,1.0,3.564808213318123e-05,2013,28052.0,1.518376500747764
Adams,2013,10,2013-10-01,2013_10,81,0,0.0,0.0,2013,28052.0,0.0
Adams,2013,11,2013-11-01,2013_11,82,0,4.0,0.0001425923285327,2013,28052.0,2.7251847528541124
Adams,2013,12,2013-12-01,2013_12,83,0,0.0,0.0,2013,28052.0,0.0
Adams,2014,1,2014-01-01,2014_1,84,0,0.0,0.0,2014,28017.0,0.0
Adams,2014,2,2014-02-01,2014_2,85,0,2.0,7.13852303958311e-05,2014,28017.0,2.096608718782696
Adams,2014,3,2014-03-01,2014_3,86,0,0.0,0.0,2014,28017.0,0.0
Adams,2014,4,2014-04-01,2014_4,87,0,1.0,3.569261519791555e-05,2014,28017.0,1.5193515988051274
Adams,2014,5,2014-05-01,2014_5,88,0,0.0,0.0,2014,28017.0,0.0
Adams,2014,6,2014-06-01,2014_6,89,0,1.0,3.569261519791555e-05,2014,28017.0,1.5193515988051274
Adams,2014,7,2014-07-01,2014_7,90,0,1.0,3.569261519791555e-05,2014,28017.0,1.5193515988051274
Adams,2014,8,2014-08-01,2014_8,91,0,3.0,0.0001070778455937,2014,28017.0,2.4602539675132573
Adams,2014,9,2014-09-01,2014_9,92,0,0.0,0.0,2014,28017.0,0.0
Adams,2014,10,2014-10-01,2014_10,93,0,1.0,3.569261519791555e-05,2014,28017.0,1.5193515988051274
Adams,2014,11,2014-11-01,2014_11,94,0,0.0,0.0,2014,28017.0,0.0
Adams,2014,12,2014-12-01,2014_12,95,0,1.0,3.569261519791555e-05,2014,28017.0,1.5193515988051274
Adams,2015,1,2015-01-01,2015_1,96,0,2.0,7.177462766911897e-05,2015,27865.0,2.101381927306236
Adams,2015,2,2015-02-01,2015_2,97,0,0.0,0.0,2015,27865.0,0.0
Adams,2015,3,2015-03-01,2015_3,98,0,1.0,3.5887313834559486e-05,2015,27865.0,1.5236035988238805
Adams,2015,4,2015-04-01,2015_4,99,0,0.0,0.0,2015,27865.0,0.0
Adams,2015,5,2015-05-01,2015_5,100,0,2.0,7.177462766911897e-05,2015,27865.0,2.101381927306236
Adams,2015,6,2015-06-01,2015_6,101,0,2.0,7.177462766911897e-05,2015,27865.0,2.101381927306236
Adams,2015,7,2015-07-01,2015_7,102,0,0.0,0.0,2015,27865.0,0.0
Adams,2015,8,2015-08-01,2015_8,103,0,0.0,0.0,2015,27865.0,0.0
Adams,2015,9,2015-09-01,2015_9,104,0,3.0,0.0001076619415036,2015,27865.0,2.4652305172716185
Adams,2015,10,2015-10-01,2015_10,105,0,0.0,0.0,2015,27865.0,0.0
Adams,2015,11,2015-11-01,2015_11,106,0,1.0,3.5887313834559486e-05,2015,27865.0,1.5236035988238805
Adams,2015,12,2015-12-01,2015_12,107,0,2.0,7.177462766911897e-05,2015,27865.0,2.101381927306236
Adams,2016,1,2016-01-01,2016_1,108,0,2.0,7.206168480219068e-05,2016,27754.0,2.1048861251544726
Adams,2016,2,2016-02-01,2016_2,109,0,1.0,3.603084240109534e-05,2016,27754.0,1.5267265657994098
Adams,2016,3,2016-03-01,2016_3,110,0,1.0,3.603084240109534e-05,2016,27754.0,1.5267265657994098
Adams,2016,4,2016-04-01,2016_4,111,0,2.0,7.206168480219068e-05,2016,27754.0,2.1048861251544726
Adams,2016,5,2016-05-01,2016_5,112,0,1.0,3.603084240109534e-05,2016,27754.0,1.5267265657994098
Adams,2016,6,2016-06-01,2016_6,113,0,1.0,3.603084240109534e-05,2016,27754.0,1.5267265657994098
Adams,2016,7,2016-07-01,2016_7,114,0,0.0,0.0,2016,27754.0,0.0
Adams,2016,8,2016-08-01,2016_8,115,0,1.0,3.603084240109534e-05,2016,27754.0,1.5267265657994098
Adams,2016,9,2016-09-01,2016_9,116,0,2.0,7.206168480219068e-05,2016,27754.0,2.1048861251544726
Adams,2016,10,2016-10-01,2016_10,117,0,2.0,7.206168480219068e-05,2016,27754.0,2.1048861251544726
Adams,2016,11,2016-11-01,2016_11,118,0,0.0,0.0,2016,27754.0,0.0
Adams,2016,12,2016-12-01,2016_12,119,0,0.0,0.0,2016,27754.0,0.0
Adams,2017,1,2017-01-01,2017_1,120,0,1.0,3.613630614678568e-05,2017,27673.0,1.5290150990432276
Adams,2017,2,2017-02-01,2017_2,121,0,0.0,0.0,2017,27673.0,0.0
Adams,2017,3,2017-03-01,2017_3,122,0,2.0,7.227261229357136e-05,2017,27673.0,2.1074531803698315
Adams,2017,4,2017-04-01,2017_4,123,0,2.0,7.227261229357136e-05,2017,27673.0,2.1074531803698315
Adams,2017,5,2017-05-01,2017_5,124,0,2.0,7.227261229357136e-05,2017,27673.0,2.1074531803698315
Adams,2017,6,2017-06-01,2017_6,125,0,0.0,0.0,2017,27673.0,0.0
Adams,2017,7,2017-07-01,2017_7,126,0,4.0,0.0001445452245871,2017,27673.0,2.7379016762849604
Adams,2017,8,2017-08-01,2017_8,127,0,2.0,7.227261229357136e-05,2017,27673.0,2.1074531803698315
Adams,2017,9,2017-09-01,2017_9,128,0,0.0,0.0,2017,27673.0,0.0
Adams,2017,10,2017-10-01,2017_10,129,0,1.0,3.613630614678568e-05,2017,27673.0,1.5290150990432276
Adams,2017,11,2017-11-01,2017_11,130,0,0.0,0.0,2017,27673.0,0.0
Adams,2017,12,2017-12-01,2017_12,131,0,3.0,0.0001084089184403,2017,27673.0,2.4715589512837957
Adams,2018,1,2018-01-01,2018_1,132,0,1.0,3.623057135611029e-05,2018,27601.0,1.5310562039197726
Adams,2018,2,2018-02-01,2018_2,133,0,0.0,0.0,2018,27601.0,0.0
Adams,2018,3,2018-03-01,2018_3,134,0,2.0,7.246114271222058e-05,2018,27601.0,2.109742091964831
Adams,2018,4,2018-04-01,2018_4,135,0,3.0,0.0001086917140683,2018,27601.0,2.4739444005262445
Adams,2018,5,2018-05-01,2018_5,136,0,0.0,0.0,2018,27601.0,0.0
Adams,2018,6,2018-06-01,2018_6,137,0,1.0,3.623057135611029e-05,2018,27601.0,1.5310562039197726
Adams,2018,7,2018-07-01,2018_7,138,0,1.0,3.623057135611029e-05,2018,27601.0,1.5310562039197726
Adams,2018,8,2018-08-01,2018_8,139,0,1.0,3.623057135611029e-05,2018,27601.0,1.5310562039197726
Adams,2018,9,2018-09-01,2018_9,140,0,0.0,0.0,2018,27601.0,0.0
Adams,2018,10,2018-10-01,2018_10,141,0,0.0,0.0,2018,27601.0,0.0
Adams,2018,11,2018-11-01,2018_11,142,0,2.0,7.246114271222058e-05,2018,27601.0,2.109742091964831
Adams,2018,12,2018-12-01,2018_12,143,0,1.0,3.623057135611029e-05,2018,27601.0,1.5310562039197726
Adams,2019,1,2019-01-01,2019_1,144,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2019,2,2019-02-01,2019_2,145,0,4.0,0.000145211645974,2019,27546.0,2.7422045504320938
Adams,2019,3,2019-03-01,2019_3,146,0,2.0,7.260582298700355e-05,2019,27546.0,2.1114950812588424
Adams,2019,4,2019-04-01,2019_4,147,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2019,5,2019-05-01,2019_5,148,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2019,6,2019-06-01,2019_6,149,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2019,7,2019-07-01,2019_7,150,0,2.0,7.260582298700355e-05,2019,27546.0,2.1114950812588424
Adams,2019,8,2019-08-01,2019_8,151,0,0.0,0.0,2019,27546.0,0.0
Adams,2019,9,2019-09-01,2019_9,152,0,0.0,0.0,2019,27546.0,0.0
Adams,2019,10,2019-10-01,2019_10,153,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2019,11,2019-11-01,2019_11,154,0,0.0,0.0,2019,27546.0,0.0
Adams,2019,12,2019-12-01,2019_12,155,0,1.0,3.6302911493501776e-05,2019,27546.0,1.5326197493500555
Adams,2020,1,2020-01-01,2020_1,156,0,1.0,3.644314868804665e-05,2020,27440.0,1.5356438627441087
Adams,2020,2,2020-02-01,2020_2,157,0,1.0,3.644314868804665e-05,2020,27440.0,1.5356438627441087
Adams,2020,3,2020-03-01,2020_3,158,0,0.0,0.0,2020,27440.0,0.0
Adams,2020,4,2020-04-01,2020_4,159,0,0.0,0.0,2020,27440.0,0.0
Adams,2020,5,2020-05-01,2020_5,160,0,3.0,0.0001093294460641,2020,27440.0,2.4793030293261284
Adams,2020,6,2020-06-01,2020_6,161,0,3.0,0.0001093294460641,2020,27440.0,2.4793030293261284
Adams,2020,7,2020-07-01,2020_7,162,0,1.0,3.644314868804665e-05,2020,27440.0,1.5356438627441087
Adams,2020,8,2020-08-01,2020_8,163,0,4.0,0.0001457725947521,2020,27440.0,2.7458121247912755
Adams,2020,9,2020-09-01,2020_9,164,0,0.0,0.0,2020,27440.0,0.0
Adams,2020,10,2020-10-01,2020_10,165,0,1.0,3.644314868804665e-05,2020,27440.0,1.5356438627441087
Adams,2020,11,2020-11-01,2020_11,166,0,0.0,0.0,2020,27440.0,0.0
Adams,2020,12,2020-12-01,2020_12,167,0,1.0,3.644314868804665e-05,2020,27440.0,1.5356438627441087
Adams,2021,1,2021-01-01,2021_1,168,0,0.0,0.0,2021,27574.0,0.0
Adams,2021,2,2021-02-01,2021_2,169,0,3.0,0.0001087981431783,2021,27574.0,2.4748406840000627
Adams,2021,3,2021-03-01,2021_3,170,0,1.0,3.626604772611881e-05,2021,27574.0,1.5318232886435195
Adams,2021,4,2021-04-01,2021_4,171,0,0.0,0.0,2021,27574.0,0.0
Adams,2021,5,2021-05-01,2021_5,172,0,1.0,3.626604772611881e-05,2021,27574.0,1.5318232886435195
Adams,2021,6,2021-06-01,2021_6,173,0,0.0,0.0,2021,27574.0,0.0
Adams,2021,7,2021-07-01,2021_7,174,0,4.0,0.0001450641909044,2021,27574.0,2.7412540730621218
Adams,2021,8,2021-08-01,2021_8,175,0,2.0,7.253209545223762e-05,2021,27574.0,2.110602160476488
Adams,2021,9,2021-09-01,2021_9,176,0,1.0,3.626604772611881e-05,2021,27574.0,1.5318232886435195
Adams,2021,10,2021-10-01,2021_10,177,0,2.0,7.253209545223762e-05,2021,27574.0,2.110602160476488
Adams,2021,11,2021-11-01,2021_11,178,0,0.0,0.0,2021,27574.0,0.0
Adams,2021,12,2021-12-01,2021_12,179,0,2.0,7.253209545223762e-05,2021,27574.0,2.110602160476488
Adams,2022,1,2022-01-01,2022_1,180,0,1.0,3.641793218981026e-05,2022,27459.0,1.535100761186
Adams,2022,2,2022-02-01,2022_2,181,0,0.0,0.0,2022,27459.0,0.0
Adams,2022,3,2022-03-01,2022_3,182,0,0.0,0.0,2022,27459.0,0.0
Adams,2022,4,2022-04-01,2022_4,183,0,3.0,0.0001092537965694,2022,27459.0,2.4786688733275746
Adams,2022,5,2022-05-01,2022_5,184,0,2.0,7.283586437962052e-05,2022,27459.0,2.1142760192984973
Adams,2022,6,2022-06-01,2022_6,185,0,3.0,0.0001092537965694,2022,27459.0,2.4786688733275746
Adams,2022,7,2022-07-01,2022_7,186,0,0.0,0.0,2022,27459.0,0.0
Adams,2022,8,2022-08-01,2022_8,187,0,0.0,0.0,2022,27459.0,0.0
Adams,2022,9,2022-09-01,2022_9,188,0,3.0,0.0001092537965694,2022,27459.0,2.4786688733275746
Adams,2022,10,2022-10-01,2022_10,189,0,4.0,0.0001456717287592,2022,27459.0,2.745164394273735
Adams,2022,11,2022-11-01,2022_11,190,0,2.0,7.283586437962052e-05,2022,27459.0,2.1142760192984973
Adams,2022,12,2022-12-01,2022_12,191,0,0.0,0.0,2022,27459.0,0.0
Adams,2023,1,2023-01-01,2023_1,192,0,2.0,7.267177791504669e-05,2023,27521.0,2.112293192208955
Adams,2023,2,2023-02-01,2023_2,193,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,3,2023-03-01,2023_3,194,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,4,2023-04-01,2023_4,195,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,5,2023-05-01,2023_5,196,0,2.0,7.267177791504669e-05,2023,27521.0,2.112293192208955
Adams,2023,6,2023-06-01,2023_6,197,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,7,2023-07-01,2023_7,198,0,3.0,0.0001090076668725,2023,27521.0,2.4766028255421215
Adams,2023,8,2023-08-01,2023_8,199,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,9,2023-09-01,2023_9,200,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,10,2023-10-01,2023_10,201,0,0.0,0.0,2023,27521.0,0.0
Adams,2023,11,2023-11-01,2023_11,202,0,4.0,0.00014534355583,2023,27521.0,2.743054060362481
Adams,2023,12,2023-12-01,2023_12,203,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,1,2024-01-01,2024_1,204,0,1.0,3.6335888957523346e-05,2023,27521.0,1.5333317073040442
Adams,2024,2,2024-02-01,2024_2,205,0,2.0,7.267177791504669e-05,2023,27521.0,2.112293192208955
Adams,2024,3,2024-03-01,2024_3,206,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,4,2024-04-01,2024_4,207,0,2.0,7.267177791504669e-05,2023,27521.0,2.112293192208955
Adams,2024,5,2024-05-01,2024_5,208,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,6,2024-06-01,2024_6,209,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,7,2024-07-01,2024_7,210,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,8,2024-08-01,2024_8,211,0,0.0,0.0,2023,27521.0,0.0
Adams,2024,9,2024-09-01,2024_9,212,0,0.0,0.0,2023,27521.0,0.0
Allen,2007,1,2007-01-01,2007_1,0,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,2,2007-02-01,2007_2,1,1,3.0,2.8111734775152976e-05,2007,106717.0,1.3379371410643948
Allen,2007,3,2007-03-01,2007_3,2,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,4,2007-04-01,2007_4,3,1,1.0,9.370578258384324e-06,2007,106717.0,0.6611702372773645
Allen,2007,5,2007-05-01,2007_5,4,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,6,2007-06-01,2007_6,5,1,1.0,9.370578258384324e-06,2007,106717.0,0.6611702372773645
Allen,2007,7,2007-07-01,2007_7,6,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,8,2007-08-01,2007_8,7,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,9,2007-09-01,2007_9,8,1,1.0,9.370578258384324e-06,2007,106717.0,0.6611702372773645
Allen,2007,10,2007-10-01,2007_10,9,1,0.0,0.0,2007,106717.0,0.0
Allen,2007,11,2007-11-01,2007_11,10,1,2.0,1.874115651676865e-05,2007,106717.0,1.0557450275141669
Allen,2007,12,2007-12-01,2007_12,11,1,0.0,0.0,2007,106717.0,0.0
Allen,2008,1,2008-01-01,2008_1,12,1,0.0,0.0,2008,106773.0,0.0
Allen,2008,2,2008-02-01,2008_2,13,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2008,3,2008-03-01,2008_3,14,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2008,4,2008-04-01,2008_4,15,1,3.0,2.8096990812284005e-05,2008,106773.0,1.3375502047145404
Allen,2008,5,2008-05-01,2008_5,16,1,2.0,1.8731327208189337e-05,2008,106773.0,1.05540297482954
Allen,2008,6,2008-06-01,2008_6,17,1,0.0,0.0,2008,106773.0,0.0
Allen,2008,7,2008-07-01,2008_7,18,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2008,8,2008-08-01,2008_8,19,1,4.0,3.746265441637867e-05,2008,106773.0,1.5573580859982175
Allen,2008,9,2008-09-01,2008_9,20,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2008,10,2008-10-01,2008_10,21,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2008,11,2008-11-01,2008_11,22,1,2.0,1.8731327208189337e-05,2008,106773.0,1.05540297482954
Allen,2008,12,2008-12-01,2008_12,23,1,1.0,9.365663604094668e-06,2008,106773.0,0.6609164876062698
Allen,2009,1,2009-01-01,2009_1,24,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,2,2009-02-01,2009_2,25,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,3,2009-03-01,2009_3,26,1,3.0,2.8164253928913426e-05,2009,106518.0,1.3393142234976043
Allen,2009,4,2009-04-01,2009_4,27,1,1.0,9.388084642971142e-06,2009,106518.0,0.6620735907197615
Allen,2009,5,2009-05-01,2009_5,28,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,6,2009-06-01,2009_6,29,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,7,2009-07-01,2009_7,30,1,1.0,9.388084642971142e-06,2009,106518.0,0.6620735907197615
Allen,2009,8,2009-08-01,2009_8,31,1,1.0,9.388084642971142e-06,2009,106518.0,0.6620735907197615
Allen,2009,9,2009-09-01,2009_9,32,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,10,2009-10-01,2009_10,33,1,2.0,1.8776169285942284e-05,2009,106518.0,1.0569624962684856
Allen,2009,11,2009-11-01,2009_11,34,1,0.0,0.0,2009,106518.0,0.0
Allen,2009,12,2009-12-01,2009_12,35,1,0.0,0.0,2009,106518.0,0.0
Allen,2010,1,2010-01-01,2010_1,36,1,2.0,1.880706769604017e-05,2010,106343.0,1.058035670153206
Allen,2010,2,2010-02-01,2010_2,37,1,1.0,9.403533848020084e-06,2010,106343.0,0.6628701136010814
Allen,2010,3,2010-03-01,2010_3,38,1,0.0,0.0,2010,106343.0,0.0
Allen,2010,4,2010-04-01,2010_4,39,1,0.0,0.0,2010,106343.0,0.0
Allen,2010,5,2010-05-01,2010_5,40,1,1.0,9.403533848020084e-06,2010,106343.0,0.6628701136010814
Allen,2010,6,2010-06-01,2010_6,41,1,2.0,1.880706769604017e-05,2010,106343.0,1.058035670153206
Allen,2010,7,2010-07-01,2010_7,42,1,0.0,0.0,2010,106343.0,0.0
Allen,2010,8,2010-08-01,2010_8,43,1,0.0,0.0,2010,106343.0,0.0
Allen,2010,9,2010-09-01,2010_9,44,1,2.0,1.880706769604017e-05,2010,106343.0,1.058035670153206
Allen,2010,10,2010-10-01,2010_10,45,1,1.0,9.403533848020084e-06,2010,106343.0,0.6628701136010814
Allen,2010,11,2010-11-01,2010_11,46,1,0.0,0.0,2010,106343.0,0.0
Allen,2010,12,2010-12-01,2010_12,47,1,1.0,9.403533848020084e-06,2010,106343.0,0.6628701136010814
Allen,2011,1,2011-01-01,2011_1,48,1,1.0,9.435386473429951e-06,2011,105984.0,0.6645103565474655
Allen,2011,2,2011-02-01,2011_2,49,1,0.0,0.0,2011,105984.0,0.0
Allen,2011,3,2011-03-01,2011_3,50,1,2.0,1.8870772946859902e-05,2011,105984.0,1.0602446736808984
Allen,2011,4,2011-04-01,2011_4,51,1,1.0,9.435386473429951e-06,2011,105984.0,0.6645103565474655
Allen,2011,5,2011-05-01,2011_5,52,1,1.0,9.435386473429951e-06,2011,105984.0,0.6645103565474655
Allen,2011,6,2011-06-01,2011_6,53,1,1.0,9.435386473429951e-06,2011,105984.0,0.6645103565474655
Allen,2011,7,2011-07-01,2011_7,54,1,0.0,0.0,2011,105984.0,0.0
Allen,2011,8,2011-08-01,2011_8,55,1,0.0,0.0,2011,105984.0,0.0
Allen,2011,9,2011-09-01,2011_9,56,1,0.0,0.0,2011,105984.0,0.0
