preprocessing_mode,null_type,replicate,T_sep,T_sep_rel
month_centered,global_time_block_permutation,89,6.7017938154402854e-21,0.016062547049698082
month_centered,global_time_block_permutation,90,7.482912489266177e-21,0.017718632678450613
month_centered,global_time_block_permutation,91,7.139680449568716e-21,0.016862456347668163
month_centered,global_time_block_permutation,92,6.025883411680488e-21,0.014552717723934534
month_centered,global_time_block_permutation,93,7.292640594139123e-21,0.017347801351169707
month_centered,global_time_block_permutation,94,6.329125832937112e-21,0.015266352715525814
month_centered,global_time_block_permutation,95,6.868641777045298e-21,0.016471729617995735
month_centered,global_time_block_permutation,96,6.639882647685741e-21,0.01595797944666861
month_centered,global_time_block_permutation,97,6.779575886371351e-21,0.01619807868346031
month_centered,global_time_block_permutation,98,6.7408543205694035e-21,0.01629346485545549
month_centered,global_time_block_permutation,99,6.561360932389577e-21,0.01570671481149932
month_centered,global_time_block_permutation,100,6.371180876722338e-21,0.01534297154946835
month_centered,global_time_block_permutation,101,6.5127312089207615e-21,0.01568045942347832
month_centered,global_time_block_permutation,102,7.0681627329762e-21,0.016707452203651708
month_centered,global_time_block_permutation,103,6.987065969191283e-21,0.016541984684081926
month_centered,global_time_block_permutation,104,6.795682986253729e-21,0.01613057074387971
month_centered,global_time_block_permutation,105,6.911202244303785e-21,0.01653828502839656
month_centered,global_time_block_permutation,106,6.540636386997897e-21,0.01560151438305116
month_centered,global_time_block_permutation,107,6.655635556758796e-21,0.015982079414337852
month_centered,global_time_block_permutation,108,6.5949083352597315e-21,0.01572390217712365
month_centered,global_time_block_permutation,109,6.802635440480683e-21,0.016413511176563325
month_centered,global_time_block_permutation,110,6.406061312542085e-21,0.01520635272352569
month_centered,global_time_block_permutation,111,6.99667970322335e-21,0.01672310498523242
month_centered,global_time_block_permutation,112,6.815723055483326e-21,0.016240718489046065
month_centered,global_time_block_permutation,113,7.104058485895103e-21,0.016707574952174998
month_centered,global_time_block_permutation,114,6.708737676194347e-21,0.016013258163270493
month_centered,global_time_block_permutation,115,7.684411953429904e-21,0.018050246814814968
month_centered,global_time_block_permutation,116,7.233631346224432e-21,0.017217291997973918
month_centered,global_time_block_permutation,117,6.264454127490691e-21,0.0150037113886842
month_centered,global_time_block_permutation,118,6.877601774443743e-21,0.016423790860470393
month_centered,global_time_block_permutation,119,6.647267767055561e-21,0.015938461253030355
month_centered,global_time_block_permutation,120,6.2718357736082496e-21,0.015027845143244112
month_centered,global_time_block_permutation,121,6.833112059794228e-21,0.016322728887519046
month_centered,global_time_block_permutation,122,7.082186303398143e-21,0.016828743639753507
month_centered,global_time_block_permutation,123,6.0891110723605946e-21,0.01475052805787528
month_centered,global_time_block_permutation,124,6.638106555326441e-21,0.015760082860448128
month_centered,global_time_block_permutation,125,6.692114758712214e-21,0.016049572449217262
month_centered,global_time_block_permutation,126,6.2171058158793104e-21,0.015005869381461456
month_centered,global_time_block_permutation,127,7.478819117499204e-21,0.01771008206272012
month_centered,global_time_block_permutation,128,7.369199904290144e-21,0.017469774644247753
month_centered,global_time_block_permutation,129,6.381641149273878e-21,0.01537996855176225
month_centered,global_time_block_permutation,130,7.184959364501284e-21,0.017098340490268007
month_centered,global_time_block_permutation,131,6.711872202803607e-21,0.016102202856869387
