month_index,month_label,year,month,rank,observed_birth,observed_death,observed_persistence,fitted_birth,fitted_death,fitted_persistence,radius_median_monthwise,radius_90_monthwise,radius_95_monthwise,radius_99_monthwise,observed_persistence_over_radius95,fitted_persistence_over_radius95,observed_persistence_over_2radius95,fitted_persistence_over_2radius95
1,2007_2,2007,2,2,1.2317167051578138e-05,5.378657487091222e-05,4.146940781933408e-05,9.888168705535416e-06,2.5118826734156376e-05,1.5230658028620962e-05,3.712441987358668e-05,4.889859203172652e-05,6.078989931624268e-05,7.81237830460176e-05,0.6821759582722934,0.2505458669932592,0.3410879791361467,0.1252729334966296
1,2007_2,2007,2,3,6.180622512299439e-06,4.480889008379262e-05,3.8628267571493184e-05,9.8681471130073e-06,2.048726304227744e-05,1.0619115929270142e-05,2.8857682801644498e-05,4.794027219790321e-05,4.9624633616627385e-05,6.382893369813666e-05,0.7784091237814252,0.2139888026440172,0.3892045618907126,0.1069944013220086
1,2007_2,2007,2,4,0.0,3.487844860660598e-05,3.487844860660598e-05,1.5539804808692107e-05,2.575363256811409e-05,1.0213827759421982e-05,1.732019504544748e-05,3.7718281110083304e-05,4.2231954487430136e-05,4.796006343660359e-05,0.8258781538748616,0.2418507001010813,0.4129390769374308,0.1209253500505406
1,2007_2,2007,2,5,7.9601567620205e-06,4.278746042159911e-05,3.482730365957861e-05,2.6971166265449897e-05,3.489626935166328e-05,7.925103086213383e-06,2.068403288391521e-05,2.6971166265449897e-05,2.799285711837005e-05,3.5185726583580956e-05,1.2441496597617228,0.2831116185354516,0.6220748298808614,0.1415558092677258
1,2007_2,2007,2,6,0.0,2.8111734775152976e-05,2.8111734775152976e-05,1.1313170080610618e-05,1.8820432576767527e-05,7.507262496156909e-06,1.267687046665938e-05,2.8358280387942795e-05,3.568142048623661e-05,4.861599780491401e-05,0.7878535773539765,0.2103969627288993,0.3939267886769882,0.1051984813644496
1,2007_2,2007,2,7,0.0,2.7743509405974473e-05,2.7743509405974473e-05,1.1409030319884804e-05,1.7094566096347203e-05,5.6855357764624e-06,1.1528383784867556e-05,2.7005974259100224e-05,3.275815602357677e-05,4.637734758185019e-05,0.8469191423963808,0.1735609224270863,0.4234595711981904,0.0867804612135431
1,2007_2,2007,2,8,2.5833451736653792e-05,4.781028877414419e-05,2.1976837037490404e-05,1.655390701222421e-05,2.116096903476927e-05,4.607062022545061e-06,1.0373284499924772e-05,1.771143290994938e-05,2.364792104902335e-05,3.5047226120084305e-05,0.9293348447811244,0.1948189023886871,0.4646674223905622,0.0974094511943435
1,2007_2,2007,2,9,1.8322904546828765e-05,3.2665098741927056e-05,1.4342194195098291e-05,1.427910911271796e-05,1.801868594886264e-05,3.7395768361446775e-06,1.0506287665536773e-05,1.8695696377363675e-05,2.550741612389371e-05,4.232406085297179e-05,0.5622754623767416,0.1466074344018594,0.2811377311883708,0.0733037172009297
1,2007_2,2007,2,10,8.3058318013688e-06,2.247696111485727e-05,1.4171129313488467e-05,1.6441245088782616e-05,1.9400863821793176e-05,2.9596187330105596e-06,8.300661767989703e-06,1.693370488687625e-05,2.29504829510342e-05,3.228723636549043e-05,0.6174654077529941,0.1289567082019593,0.308732703876497,0.0644783541009796
2,2007_3,2007,3,1,0.0,7.371369600471768e-05,7.371369600471768e-05,8.650499470383706e-08,3.3107698461502306e-05,3.302119346679847e-05,3.7354533782015166e-05,7.20152954412977e-05,9.273434384741764e-05,0.0001143196935478,0.7948910074352177,0.3560837559936863,0.3974455037176088,0.1780418779968431
2,2007_3,2007,3,2,0.0,6.288912647003333e-05,6.288912647003333e-05,7.360209197386901e-06,1.785311887922812e-05,1.049290968184122e-05,4.2489627922606305e-05,5.223002325688421e-05,5.737275263351839e-05,8.592438215847187e-05,1.096149715384096,0.1828901211846516,0.548074857692048,0.0914450605923258
2,2007_3,2007,3,3,1.5600137281208075e-05,6.589785831960461e-05,5.0297721038396534e-05,1.0131384794098506e-05,1.9592605516408463e-05,9.461220722309956e-06,2.713636644620836e-05,4.809387072563838e-05,4.962099000150961e-05,6.160504231020947e-05,1.0136379995011453,0.1906697291211263,0.5068189997505727,0.0953348645605631
2,2007_3,2007,3,4,0.0,3.367139413040257e-05,3.367139413040257e-05,1.0131384794098506e-05,1.811921515404387e-05,7.987830359945364e-06,2.0506731181641356e-05,3.80889800008097e-05,4.646441418759062e-05,5.196278078120037e-05,0.7246705832653172,0.1719128606183675,0.3623352916326586,0.0859564303091837
2,2007_3,2007,3,5,0.0,2.9187241460741833e-05,2.9187241460741833e-05,1.4477297540955174e-05,2.1859168409278705e-05,7.381870868323528e-06,1.4477297540955174e-05,2.7982584026736946e-05,3.477911210727476e-05,4.73258322825713e-05,0.839217555948955,0.2122501243146877,0.4196087779744775,0.1061250621573438
2,2007_3,2007,3,6,0.0,2.8775322283609577e-05,2.8775322283609577e-05,9.45269780811809e-06,1.6432439378107643e-05,6.979741569989552e-06,1.2941887460235648e-05,2.9201998698387444e-05,3.434509156445028e-05,5.275256131374236e-05,0.837829249329886,0.203223845156788,0.418914624664943,0.101611922578394
2,2007_3,2007,3,7,0.0,2.538876547127896e-05,2.538876547127896e-05,1.0405951984522244e-05,1.632098543731559e-05,5.915033452793346e-06,1.220398817708382e-05,2.6030361335511784e-05,3.0670391644989805e-05,4.40407663625779e-05,0.8277939768475818,0.1928580998006135,0.4138969884237909,0.0964290499003067
2,2007_3,2007,3,8,1.1636160532470706e-05,3.112162330387153e-05,1.9485462771400824e-05,2.1738411249298817e-05,2.7235816272448877e-05,5.4974050231500606e-06,1.1691828594388884e-05,2.1738411249298817e-05,2.1738411249298817e-05,2.4431087200858707e-05,0.8963609413741925,0.2528889972733119,0.4481804706870962,0.1264444986366559
2,2007_3,2007,3,9,4.368147468658542e-06,1.957790046595403e-05,1.520975299729549e-05,5.689889943134658e-06,9.538833425764204e-06,3.848943482629546e-06,1.5095500677392072e-05,2.5369810659489176e-05,2.936440099857027e-05,4.123869751679372e-05,0.5179657163119398,0.131075157392686,0.2589828581559699,0.065537578696343
2,2007_3,2007,3,10,1.4303184604052092e-05,2.4920876218007824e-05,1.0617691613955732e-05,1.026549214088053e-05,1.359056526030725e-05,3.32507311942672e-06,1.026549214088053e-05,2.100193508561775e-05,2.4651158909534083e-05,3.338425623537106e-05,0.4307177464930151,0.1348850628738884,0.2153588732465075,0.0674425314369442
3,2007_4,2007,4,1,0.0,0.0001022416481353,0.0001022416481353,1.835484987546265e-06,2.930245949895735e-05,2.746697451141108e-05,4.441123650576033e-05,7.582053440384265e-05,0.0001103652909034,0.0001181249325104,0.9263931377192692,0.2488733032510571,0.4631965688596346,0.1244366516255285
3,2007_4,2007,4,2,0.0,5.660804589025587e-05,5.660804589025587e-05,8.834770613404535e-06,2.8329195606580107e-05,1.9494424993175573e-05,3.2013551195254315e-05,4.538450039813757e-05,4.952816970017792e-05,7.301995227321388e-05,1.1429464531586055,0.3936027741623883,0.5714732265793028,0.1968013870811941
3,2007_4,2007,4,3,0.0,3.733154141934521e-05,3.733154141934521e-05,1.14936961956083e-05,2.665704657852092e-05,1.516335038291262e-05,2.2687899265401017e-05,4.1328540477023306e-05,4.342494935672332e-05,4.737497194490655e-05,0.8596795614584939,0.3491852174276615,0.4298397807292469,0.1745926087138307
3,2007_4,2007,4,4,0.0,3.228201568905962e-05,3.228201568905962e-05,8.247631127747576e-06,2.069094834640016e-05,1.2443317218652583e-05,2.333088648367556e-05,3.5337738341183885e-05,4.018073414690395e-05,4.9391047588844075e-05,0.8034202553650218,0.3096836701180926,0.4017101276825109,0.1548418350590463
3,2007_4,2007,4,5,0.0,3.120027456241615e-05,3.120027456241615e-05,1.3942703453095484e-05,2.551203261063024e-05,1.1569329157534754e-05,1.3942703453095484e-05,2.5159363386329475e-05,3.1733867151799276e-05,4.194274403001233e-05,0.9831853903329626,0.3645735674821083,0.4915926951664813,0.1822867837410541
3,2007_4,2007,4,6,6.697721769939955e-06,3.3285623939020734e-05,2.658790216908078e-05,1.252669929937858e-05,1.798297380070216e-05,5.456274501323578e-06,1.4877578338725168e-05,2.9195739164008163e-05,3.279455714185576e-05,4.548893987749523e-05,0.8107413085065444,0.1663774411626289,0.4053706542532722,0.0831887205813144
3,2007_4,2007,4,7,1.8861400144604068e-05,4.495392222971454e-05,2.6092522085110472e-05,1.9387533210730895e-05,2.475908356939424e-05,5.3715503586633395e-06,1.322894968494183e-05,1.9387533210730895e-05,2.2232293512911157e-05,3.76521792009717e-05,1.173631594507221,0.2416102664146581,0.5868157972536107,0.120805133207329
3,2007_4,2007,4,8,1.2322707052285244e-05,2.6533855873401663e-05,1.421114882111642e-05,1.6588983915063496e-05,2.165588500209817e-05,5.066901087034675e-06,1.1764899383711363e-05,1.892523666010457e-05,2.395935048655504e-05,3.0011018471209413e-05,0.5931358126377887,0.2114790670088491,0.2965679063188943,0.1057395335044245
3,2007_4,2007,4,9,1.102383905194984e-05,2.184073734329271e-05,1.0816898291342868e-05,1.528284070480784e-05,2.0311975784686345e-05,5.029135079878505e-06,9.745619503895303e-06,1.669497532475926e-05,2.029827468115461e-05,2.904729591022194e-05,0.5328974241040066,0.2477617018626549,0.2664487120520033,0.1238808509313274
3,2007_4,2007,4,10,6.180622512299439e-06,1.6710392192904767e-05,1.052976968060533e-05,1.276962765433837e-05,1.5815244754649562e-05,3.0456171003111913e-06,1.1025809369615e-05,1.994271675548067e-05,2.2934932850331128e-05,3.136346821006076e-05,0.4591149121438698,0.1327938093469159,0.2295574560719349,0.0663969046734579
4,2007_5,2007,5,1,0.0,0.0001037775010377,0.0001037775010377,1.2669809101929136e-08,5.123143356301324e-05,5.1218763753911314e-05,3.928268663973838e-05,8.72656102726368e-05,8.893255830738677e-05,0.000137435945847,1.1669235993310587,0.5759281496983211,0.5834617996655294,0.2879640748491605
4,2007_5,2007,5,2,0.0,9.33648699116146e-05,9.33648699116146e-05,1.0093735642748587e-05,3.907667012385389e-05,2.8982934481105305e-05,2.8136665001835048e-05,5.42881997877607e-05,6.470083091384611e-05,8.67015828161461e-05,1.4430242794862518,0.4479530490064061,0.7215121397431259,0.223976524503203
4,2007_5,2007,5,3,3.875017760498069e-05,9.051412020275162e-05,5.176394259777093e-05,6.631304947149534e-06,2.3425431430170896e-05,1.679412648302136e-05,3.1929592678757965e-05,4.665656450507334e-05,5.028826457454678e-05,7.062249014164909e-05,1.029344381551219,0.3339571692343038,0.5146721907756096,0.1669785846171519
4,2007_5,2007,5,4,1.5040534239776195e-05,6.496564941287295e-05,4.9925115173096755e-05,2.691179287892978e-05,3.844316034737384e-05,1.153136746844406e-05,2.691179287892978e-05,2.8987722997197978e-05,3.16388355878704e-05,3.6368680166345095e-05,1.5779694241414148,0.364468769288871,0.7889847120707074,0.1822343846444355
4,2007_5,2007,5,5,0.0,2.8104097577426788e-05,2.8104097577426788e-05,1.577318536482153e-05,2.66726553151705e-05,1.0899469950348967e-05,1.577318536482153e-05,3.367009148666392e-05,4.1312931740373725e-05,4.38144103082876e-05,0.6802736187797974,0.2638270752326513,0.3401368093898987,0.1319135376163256
4,2007_5,2007,5,6,1.7455357922114193e-05,4.480889008379262e-05,2.735353216167843e-05,1.2122894883636418e-05,2.1457683827653223e-05,9.334788944016805e-06,1.2122894883636418e-05,2.8384068608362425e-05,3.88850629741812e-05,4.8624312107591013e-05,0.7034457467598948,0.2400610473542216,0.3517228733799474,0.1200305236771108
