scenario,month_index,month_label,radius_50_monthwise,radius_90_monthwise,radius_95_monthwise,radius_99_monthwise,threshold_95_monthwise
cumulative_population_normalized,47,2010_12,0.00017485394303555,0.00027161275477757997,0.0003140669716895,0.0004482263583893726,0.000628133943379
cumulative_population_normalized,48,2011_1,0.00018151486186505,0.00029673747757569003,0.0003228840582057396,0.0004563517549921678,0.0006457681164114792
cumulative_population_normalized,49,2011_2,0.0001827591539107,0.0003002556270089,0.000389831262436,0.0004570129890064,0.000779662524872
cumulative_population_normalized,50,2011_3,0.00018591642496985,0.0003015127815831,0.0003698142035962396,0.0004361001738123678,0.0007396284071924792
cumulative_population_normalized,51,2011_4,0.0001830138933798,0.00031686647467103,0.00037759688053685486,0.0004519647387497678,0.0007551937610737097
cumulative_population_normalized,52,2011_5,0.0001889810020307,0.00031684510715351995,0.0003833279621095,0.0004731275366252678,0.000766655924219
cumulative_population_normalized,53,2011_6,0.0001878839863639,0.00032234573149971,0.000376615823528595,0.0004884834700235,0.00075323164705719
cumulative_population_normalized,54,2011_7,0.0001903158916016,0.00033339562840371,0.0003784843448301,0.0004911257063798024,0.0007569686896602
cumulative_population_normalized,55,2011_8,0.00019363848518325,0.00032149285720962993,0.0003875916406917,0.0005445729417777678,0.0007751832813834
cumulative_population_normalized,56,2011_9,0.0001925490825036,0.0003269125356444,0.0003940942622147,0.0005289055935326356,0.0007881885244294
cumulative_population_normalized,57,2011_10,0.0002009775520467,0.00032365142849351996,0.0003809211712126396,0.0005372306550331024,0.0007618423424252792
cumulative_population_normalized,58,2011_11,0.00019955410491275,0.0003178964662955,0.0003861978883086396,0.0005422834330405356,0.0007723957766172792
cumulative_population_normalized,59,2011_12,0.00019956029746945,0.0003267420011687699,0.0003888119266909,0.0005240711361858712,0.0007776238533818
cumulative_population_normalized,60,2012_1,0.00021034528373045002,0.00033573235833622,0.00039296225912487966,0.0005504106034360654,0.0007859245182497593
cumulative_population_normalized,61,2012_2,0.00020639510910455,0.0003414554358812,0.0003865695746523,0.0005449202017388106,0.0007731391493046
cumulative_population_normalized,62,2012_3,0.00021267087145655,0.00033867517749259997,0.00039714195823647964,0.0005541391611598558,0.0007942839164729593
cumulative_population_normalized,63,2012_4,0.0002136125382996,0.00034928337003391,0.0003965560234486096,0.0005986675302737558,0.0007931120468972192
cumulative_population_normalized,64,2012_5,0.00020628401593315,0.00035751945689873997,0.0004030951321132,0.0005837772578914548,0.0008061902642264
cumulative_population_normalized,65,2012_6,0.0002122338514463,0.00035762919154080995,0.0004202080324064947,0.0005547812535575107,0.0008404160648129894
cumulative_population_normalized,66,2012_7,0.0002144231637304,0.0003388694040269,0.0004071574433204,0.0005652824997130547,0.0008143148866408
cumulative_population_normalized,67,2012_8,0.0002137430633119,0.00035575097598395994,0.00039647616549287964,0.0005762560084957106,0.0007929523309857593
cumulative_population_normalized,68,2012_9,0.00021777112730859998,0.0003698043019249,0.0004194693684958,0.0005552629261968106,0.0008389387369916
cumulative_population_normalized,69,2012_10,0.0002221949866882,0.0003707623404116799,0.0004551957769315899,0.0005743440636602557,0.0009103915538631798
cumulative_population_normalized,70,2012_11,0.0002274161779389,0.00038221907031103997,0.0004420532176758,0.0005776212046829548,0.0008841064353516
cumulative_population_normalized,71,2012_12,0.00023818794071505002,0.00036898379227048996,0.00043375142664727964,0.0005684171308790106,0.0008675028532945593
cumulative_population_normalized,72,2013_1,0.0002455767565586,0.0003688472958980199,0.0004483522430767949,0.0005892944922059016,0.0008967044861535898
cumulative_population_normalized,73,2013_2,0.00024039726296235,0.00037111669606711,0.00043662857101389496,0.0005749038816713025,0.0008732571420277899
cumulative_population_normalized,74,2013_3,0.00024035947289735002,0.00035996343500393997,0.000423624075416755,0.0006045420971436,0.00084724815083351
cumulative_population_normalized,75,2013_4,0.0002457845863446,0.00037707776948404,0.000428419690671095,0.0005600372477823016,0.00085683938134219
cumulative_population_normalized,76,2013_5,0.00024529338334185,0.00037594678653425,0.00043628152061109493,0.0005872247294190008,0.0008725630412221899
cumulative_population_normalized,77,2013_6,0.0002484042626523,0.00037962744516748,0.0004521075810033648,0.0006056582668855008,0.0009042151620067296
cumulative_population_normalized,78,2013_7,0.0002485117929557,0.0003843014095764,0.00044625473995005965,0.0005879858345073,0.0008925094799001193
cumulative_population_normalized,79,2013_8,0.00025188328080265,0.00038867755746763995,0.00045594467148077995,0.0005937852769815009,0.0009118893429615599
cumulative_population_normalized,80,2013_9,0.0002514545044163,0.00039481775352817,0.00045573734740196473,0.0006119105752196008,0.0009114746948039295
cumulative_population_normalized,81,2013_10,0.00025186088052195,0.0003846302307281299,0.00046721810832074987,0.0005872492522419018,0.0009344362166414997
cumulative_population_normalized,82,2013_11,0.00025049966009130004,0.00038264608725312996,0.0004734052185887099,0.0006090448271392009,0.0009468104371774198
cumulative_population_normalized,83,2013_12,0.0002566740947383,0.00038508105017056996,0.0004780743241178046,0.0005905533898852025,0.0009561486482356092
cumulative_population_normalized,84,2014_1,0.00025894249190375,0.0003902261924894,0.0004631948382950796,0.0006210417608479,0.0009263896765901592
cumulative_population_normalized,85,2014_2,0.0002582831306399,0.0004010254123025,0.00048296852968088993,0.0005966740597081768,0.0009659370593617799
cumulative_population_normalized,86,2014_3,0.00026509892558895,0.00041646434182235,0.00047707168073587937,0.0006039372827980758,0.0009541433614717587
cumulative_population_normalized,87,2014_4,0.00026471142343755005,0.00042093882545786,0.000477210687252704,0.0005804522917650768,0.000954421374505408
cumulative_population_normalized,88,2014_5,0.0002737031414748,0.00041643088188871995,0.0004710910309961144,0.0006419030109267,0.0009421820619922288
cumulative_population_normalized,89,2014_6,0.00027360409028315,0.00043428605254328,0.0004742068751234099,0.0006259696695821768,0.0009484137502468198
cumulative_population_normalized,90,2014_7,0.00026991995044809997,0.0004351014185616,0.0004787566619169445,0.0006664265517460768,0.000957513323833889
cumulative_population_normalized,91,2014_8,0.00028478797918479997,0.00042761875891694,0.000501474209690535,0.0006342361391194293,0.00100294841938107
cumulative_population_normalized,92,2014_9,0.00028557001770945,0.0004374502767457,0.0005060236550564848,0.0006425377171272293,0.0010120473101129697
cumulative_population_normalized,93,2014_10,0.00028792963558065,0.0004368586603501,0.0004983993826312149,0.0006646578881493304,0.0009967987652624297
cumulative_population_normalized,94,2014_11,0.00028344343612454997,0.0004201889664991,0.0004934990154502143,0.0006929575333852768,0.0009869980309004287
cumulative_population_normalized,95,2014_12,0.00028605448303334997,0.00041595956103991996,0.00047174770898984996,0.0007333567070346,0.0009434954179796999
cumulative_population_normalized,96,2015_1,0.00029135250809134996,0.00042620827087782,0.00048731818325781993,0.0007227376675997228,0.0009746363665156399
cumulative_population_normalized,97,2015_2,0.000295125102932,0.00043229613807744,0.0004726381106923144,0.0007220412660849,0.0009452762213846288
cumulative_population_normalized,98,2015_3,0.00030255216653875,0.00042737887554989996,0.0004914699391072,0.0007199305119704218,0.0009829398782144
cumulative_population_normalized,99,2015_4,0.00030857023136404997,0.00042871986257026,0.0005087617259810947,0.000724807263537,0.0010175234519621895
cumulative_population_normalized,100,2015_5,0.00030930246969470003,0.0004322140326561,0.0004814575052702892,0.0007289160753356,0.0009629150105405785
cumulative_population_normalized,101,2015_6,0.00030932419143215,0.00044034578625428995,0.00047617328779005387,0.000769650058986,0.0009523465755801077
cumulative_population_normalized,102,2015_7,0.0003049283287462,0.00043773620784951997,0.0005220691293395796,0.0007500364335959,0.0010441382586791593
cumulative_population_normalized,103,2015_8,0.0003068571683127,0.00045862302427862,0.0005124317847554697,0.0007326505133251218,0.0010248635695109395
cumulative_population_normalized,104,2015_9,0.0003037060206197,0.00046173475945822997,0.0005162721446544849,0.0007829939357172,0.0010325442893089698
cumulative_population_normalized,105,2015_10,0.00030646073652475,0.0004632859691073799,0.0005336534628921248,0.0007786294065288228,0.0010673069257842497
cumulative_population_normalized,106,2015_11,0.0003145586621621,0.00045622831327616,0.0005495851432360498,0.0007717080402289674,0.0010991702864720995
cumulative_population_normalized,107,2015_12,0.0003179406031715,0.0004458049276065399,0.0005523669271875146,0.0007801428030291663,0.0011047338543750292
cumulative_population_normalized,108,2016_1,0.00032574410669245,0.00046452775333647995,0.0005753673356725198,0.0008035831210319966,0.0011507346713450395
cumulative_population_normalized,109,2016_2,0.0003323340235033,0.00047318620893940994,0.0005638444702189,0.0007929602159300445,0.0011276889404378
cumulative_population_normalized,110,2016_3,0.00033630057832805004,0.00047765951154802,0.0005473065200262396,0.0007976662979918477,0.0010946130400524793
cumulative_population_normalized,111,2016_4,0.00033554378128375004,0.0004749390289324,0.0005349702410842042,0.0007819963584364445,0.0010699404821684084
cumulative_population_normalized,112,2016_5,0.0003308318665767,0.00047292649716978996,0.0005245259747224344,0.0007475792292571912,0.0010490519494448687
cumulative_population_normalized,113,2016_6,0.0003339028264489,0.0004874338884658,0.0005356350220425396,0.0008088378454429477,0.0010712700440850792
cumulative_population_normalized,114,2016_7,0.0003322085331618,0.0004899923678865,0.0005356525484242,0.0007876113395701444,0.0010713050968484
cumulative_population_normalized,115,2016_8,0.0003369115277316,0.0004851450357471,0.0005776593697581396,0.0008510906236128956,0.0011553187395162792
cumulative_population_normalized,116,2016_9,0.00034060635164265003,0.0004707152450354,0.0005824486289047,0.0008111075137072478,0.0011648972578094
cumulative_population_normalized,117,2016_10,0.00034648197453819997,0.00048212713804216,0.0005947558301717396,0.0007992010868134,0.0011895116603434792
cumulative_population_normalized,118,2016_11,0.00035558456195505003,0.0005063950834497,0.0006009306327386647,0.0007809684895761956,0.0012018612654773294
cumulative_population_normalized,119,2016_12,0.0003551709514924,0.0004872634565907,0.0006384871022225,0.000821231465701,0.001276974204445
cumulative_population_normalized,120,2017_1,0.0003578989866507,0.0005305275565729,0.0006220712114534,0.0008509303486544,0.0012441424229068
cumulative_population_normalized,121,2017_2,0.0003615640224996,0.0005419722210613299,0.0006071670335175348,0.0008132111791956034,0.0012143340670350696
cumulative_population_normalized,122,2017_3,0.0003640882942619,0.00054749985250076,0.0006389848213474,0.0008454157631028016,0.0012779696426948
cumulative_population_normalized,123,2017_4,0.00036401936158079995,0.00053077469003115,0.0006634652539841999,0.0008284820661603032,0.0013269305079683998
cumulative_population_normalized,124,2017_5,0.0003673665203869,0.00054777936667921,0.000669963315608615,0.0008532658350177015,0.00133992663121723
cumulative_population_normalized,125,2017_6,0.00036927567264520003,0.000547534819317,0.0006845275286033498,0.0008482467334493016,0.0013690550572066995
cumulative_population_normalized,126,2017_7,0.0003725134672484,0.0005465342097981799,0.0006816173472578,0.0008875905707387,0.0013632346945156
cumulative_population_normalized,127,2017_8,0.0003721504961554,0.00055893826265831,0.0006890839690337499,0.000937782288793,0.0013781679380674998
cumulative_population_normalized,128,2017_9,0.0003827618325015,0.0005807123599106001,0.00069505904052047,0.0009238275921225,0.00139011808104094
cumulative_population_normalized,129,2017_10,0.00037045428411865004,0.0005769223245224999,0.0006906546768285897,0.0008958094091079008,0.0013813093536571793
cumulative_population_normalized,130,2017_11,0.00038015845522559996,0.0005859223749797099,0.0006939965297189046,0.0008539690666225032,0.0013879930594378092
cumulative_population_normalized,131,2017_12,0.000388303263318,0.00058659201023245,0.0006960727429232348,0.0009015488123013,0.0013921454858464696
cumulative_population_normalized,132,2018_1,0.000395100925543,0.00060130976775774,0.0006924239749907149,0.0008976364456672,0.0013848479499814297
cumulative_population_normalized,133,2018_2,0.00038282700303635,0.0005721876622171799,0.0006391154902471698,0.0008134390504420208,0.0012782309804943396
cumulative_population_normalized,134,2018_3,0.00039534442802115005,0.00056945070416489,0.0006607769131217199,0.0008430175068796,0.0013215538262434398
cumulative_population_normalized,135,2018_4,0.0003973729124685,0.00057249255914783,0.0006843932740151,0.0007990627426980396,0.0013687865480302
cumulative_population_normalized,136,2018_5,0.00039147248816105,0.00057838244454238,0.0006486788174363996,0.0007480284996168444,0.0012973576348727991
cumulative_population_normalized,137,2018_6,0.00038995009630115,0.0005713967306077399,0.0006401429530812942,0.0007585638781371638,0.0012802859061625885
cumulative_population_normalized,138,2018_7,0.0003915050813361,0.0005868907321578899,0.000652361911454785,0.0007499717722246369,0.00130472382290957
cumulative_population_normalized,139,2018_8,0.00039783413439585,0.0005809566526790399,0.0006772567910860948,0.000753958004202685,0.0013545135821721897
cumulative_population_normalized,140,2018_9,0.00039467996992825,0.00060169750168943,0.0006437382379599598,0.0007413440573884177,0.0012874764759199196
cumulative_population_normalized,141,2018_10,0.00040520810216384997,0.00059851884788745,0.0006512503886421,0.0007491043511569607,0.0013025007772842
cumulative_population_normalized,142,2018_11,0.00041166508133545,0.0006049047708709099,0.00063043745625959,0.0007605693545103818,0.00126087491251918
cumulative_population_normalized,143,2018_12,0.0004078555217165,0.00057457516181083,0.000628299134310705,0.0007662708400039218,0.00125659826862141
cumulative_population_normalized,144,2019_1,0.0004173123519551,0.00058992709808249,0.0006326533837134545,0.0007373325680561677,0.001265306767426909
cumulative_population_normalized,145,2019_2,0.0004098912662332,0.00060027391457906,0.000631831163553165,0.0006996244096108348,0.00126366232710633
cumulative_population_normalized,146,2019_3,0.00041708413496685,0.0005964170186505299,0.0006302456348696,0.0007039783313619497,0.0012604912697392
cumulative_population_normalized,147,2019_4,0.00041742969290785,0.00058759721567934,0.00064193336715441,0.0007299336069435297,0.00128386673430882
cumulative_population_normalized,148,2019_5,0.00041733761881500005,0.00059715418504518,0.0006417462911936149,0.0007501024368285758,0.0012834925823872298
cumulative_population_normalized,149,2019_6,0.00041370372165800003,0.0005911961102888899,0.0006494766533783745,0.0007568586946094541,0.001298953306756749
cumulative_population_normalized,150,2019_7,0.0004282565603868,0.0005983453681023099,0.0006809543358705,0.0007748123677636104,0.001361908671741
cumulative_population_normalized,151,2019_8,0.00043197966240985004,0.0005978591829719,0.0006640578138056,0.0008086040876861979,0.0013281156276112
cumulative_population_normalized,152,2019_9,0.0004341902037385,0.0006067044929779899,0.0006886217577778,0.0008087586504487818,0.0013772435155556
cumulative_population_normalized,153,2019_10,0.0004360818436228,0.00062081558006765,0.0006667427143251096,0.000806009247206468,0.0013334854286502192
cumulative_population_normalized,154,2019_11,0.00044219250275965,0.00063482093220453,0.0006772418781703645,0.0007884614206786757,0.001354483756340729
cumulative_population_normalized,155,2019_12,0.00043458288583225,0.0006242999199186299,0.0006886061514164599,0.0007771334034883759,0.0013772123028329198
cumulative_population_normalized,156,2020_1,0.00045377178087945,0.0006257432660142,0.0006788146446386248,0.0007708753878312687,0.0013576292892772497
cumulative_population_normalized,157,2020_2,0.000450281427548,0.0006203068503425,0.0006857282204803199,0.0007807175191714699,0.0013714564409606398
cumulative_population_normalized,158,2020_3,0.0004529139447984,0.0006230095520203,0.000689487762379485,0.0008131320986260629,0.00137897552475897
cumulative_population_normalized,159,2020_4,0.00044702329198285,0.00063524431405246,0.0006886166299917447,0.0008272834541194508,0.0013772332599834894
cumulative_population_normalized,160,2020_5,0.00045005484873885,0.00062557149719129,0.0006986245690401248,0.0008687987561646867,0.0013972491380802496
cumulative_population_normalized,161,2020_6,0.00044664020916900004,0.00061913285049869,0.0007140400837396648,0.0008525437628994378,0.0014280801674793296
cumulative_population_normalized,162,2020_7,0.000445855533717,0.00062030659212735,0.0007121558004041348,0.0008457152169449558,0.0014243116008082696
cumulative_population_normalized,163,2020_8,0.00045306341765465,0.0006187325799200899,0.0007178753580902449,0.0008554003074231339,0.0014357507161804899
cumulative_population_normalized,164,2020_9,0.000450265559128,0.00062512462346266,0.0007046003913464849,0.0008583679095213038,0.0014092007826929699
cumulative_population_normalized,165,2020_10,0.00044667898866065,0.00065495102831068,0.0007055936647247949,0.0008863477968905799,0.0014111873294495897
cumulative_population_normalized,166,2020_11,0.0004556036417801,0.0006338826559873099,0.0007120705443415998,0.0008516680883713686,0.0014241410886831995
cumulative_population_normalized,167,2020_12,0.0004615794321895,0.0006639484326232998,0.00072718737602623,0.0008437505027248225,0.00145437475205246
cumulative_population_normalized,168,2021_1,0.00045760532522455,0.00068162407885341,0.0007422059713378798,0.000835611087657516,0.0014844119426757597
cumulative_population_normalized,169,2021_2,0.0004627369244162,0.0006692604870978,0.0007498266912765146,0.0008884093314329639,0.0014996533825530293
cumulative_population_normalized,170,2021_3,0.000462967356585,0.0006820608245868899,0.0007631742535338696,0.0008318007996774288,0.0015263485070677392
cumulative_population_normalized,171,2021_4,0.0004666024559572,0.00069316172795509,0.000772943159353985,0.0008345952461697176,0.00154588631870797
cumulative_population_normalized,172,2021_5,0.0004719937731017,0.0006624984508684599,0.0007807402123696249,0.0008322084590117277,0.0015614804247392497
cumulative_population_normalized,173,2021_6,0.00047208316064345,0.0006734995490826199,0.0007471498020426089,0.0008514992310306194,0.0014942996040852178
cumulative_population_normalized,174,2021_7,0.00047960325437689996,0.0006723203626083599,0.0007598718856839947,0.0008860629234532038,0.0015197437713679895
cumulative_population_normalized,175,2021_8,0.000471699833993,0.00067587473436344,0.0007616015141744998,0.0008750617272052237,0.0015232030283489997
cumulative_population_normalized,176,2021_9,0.00047630720158795,0.00069382123243651,0.0007449484858024996,0.000908516028832247,0.0014898969716049992
cumulative_population_normalized,177,2021_10,0.0004834147850142,0.0006974017588051,0.0007755850221503642,0.0008975855909622209,0.0015511700443007284
cumulative_population_normalized,178,2021_11,0.00049662580401525,0.00072414083063769,0.0007787235958257296,0.0008853473491775176,0.0015574471916514592
cumulative_population_normalized,179,2021_12,0.0004759717978831,0.00071261353360814,0.0007959822719663947,0.0008987415110162987,0.0015919645439327894
cumulative_population_normalized,180,2022_1,0.0004906549657312499,0.0007181331904029,0.00080382375634974,0.000923119166584255,0.00160764751269948
cumulative_population_normalized,181,2022_2,0.00048809684007865,0.00071791837620697,0.0007904212335799446,0.0008871391719290518,0.0015808424671598892
cumulative_population_normalized,182,2022_3,0.000497508396309,0.0007256497881034699,0.0007995474582931945,0.0009278396914874589,0.001599094916586389
cumulative_population_normalized,183,2022_4,0.00050367595758745,0.0007315100135739499,0.0008090793886061793,0.0009224010755524758,0.0016181587772123587
cumulative_population_normalized,184,2022_5,0.00050041831132285,0.00071760850012282,0.00081274289762925,0.0009550028572586059,0.0016254857952585
cumulative_population_normalized,185,2022_6,0.0004927059065967,0.00072374851012626,0.0008167124973358349,0.0009282535585468847,0.0016334249946716698
cumulative_population_normalized,186,2022_7,0.0005032486687345,0.00073823837954786,0.0008308788279930948,0.000955702318276051,0.0016617576559861897
cumulative_population_normalized,187,2022_8,0.00051066168549325,0.00075120338157863,0.0008392335484853649,0.0009869149360720484,0.0016784670969707297
cumulative_population_normalized,188,2022_9,0.00050805022472945,0.00073934767323422,0.0008223570888020349,0.001056121404405468,0.0016447141776040697
cumulative_population_normalized,189,2022_10,0.00051672429302545,0.0007550822306414199,0.0008259977860715,0.0010894610059520259,0.001651995572143
cumulative_population_normalized,190,2022_11,0.0005094124287849,0.0007522931310628199,0.0008327157139058597,0.00106519575175878,0.0016654314278117194
cumulative_population_normalized,191,2022_12,0.0005084791170216,0.0007413613406932099,0.0008527388617486498,0.0010499407321080205,0.0017054777234972996
cumulative_population_normalized,192,2023_1,0.00051658984679095,0.0007538339937146,0.0008659400425709546,0.001113444705953129,0.0017318800851419092
cumulative_population_normalized,193,2023_2,0.0005232001672464,0.0007543659455958999,0.0008648150858144598,0.00112816947605884,0.0017296301716289196
cumulative_population_normalized,194,2023_3,0.00052909731341815,0.0007616795328959499,0.0008775479081622698,0.001086807455547983,0.0017550958163245396
cumulative_population_normalized,195,2023_4,0.0005334293039659999,0.00076372226195023,0.0009027684022003299,0.00106346563591213,0.0018055368044006597
cumulative_population_normalized,196,2023_5,0.0005325397924481499,0.0007767325483918,0.0008689362192521895,0.0010760744089910767,0.001737872438504379
cumulative_population_normalized,197,2023_6,0.00053146491582775,0.0007741589379543,0.0008591575143883197,0.0010761277500989357,0.0017183150287766395
cumulative_population_normalized,198,2023_7,0.0005307041217125,0.00078516542985508,0.0008522473737490444,0.0010590950941870387,0.0017044947474980888
cumulative_population_normalized,199,2023_8,0.0005397148269559,0.00077712884646136,0.000863078947282699,0.0010665253588268899,0.001726157894565398
cumulative_population_normalized,200,2023_9,0.0005430885634703,0.0007830306513337499,0.0008672314886101939,0.0010451276502854827,0.0017344629772203877
cumulative_population_normalized,201,2023_10,0.0005499802111560499,0.0007708314666080799,0.0008707164277333293,0.0010488301116997447,0.0017414328554666587
cumulative_population_normalized,202,2023_11,0.0005529209212848,0.00077073321728974,0.0008865619415356498,0.0010384903477212819,0.0017731238830712996
cumulative_population_normalized,203,2023_12,0.00054841633871225,0.00079492866593863,0.0009008364256977947,0.0010367106807285637,0.0018016728513955895
cumulative_population_normalized,204,2024_1,0.00054729920153595,0.0007993677527912199,0.0008944675571316146,0.0010149983212267898,0.0017889351142632293
cumulative_population_normalized,205,2024_2,0.0005481949969772,0.00078450180195777,0.0009033201877209648,0.00102232071439353,0.0018066403754419297
cumulative_population_normalized,206,2024_3,0.00054818006426085,0.00078891621371171,0.0008844950867436998,0.0010287154683008,0.0017689901734873996
cumulative_population_normalized,207,2024_4,0.00054535882183565,0.0007904349438112699,0.0008818543400835244,0.001047029296359762,0.0017637086801670489
cumulative_population_normalized,208,2024_5,0.0005493917349143999,0.00077095274483631,0.0009055961707689949,0.0010366681861779586,0.0018111923415379898
cumulative_population_normalized,209,2024_6,0.00055039308935285,0.00077159235715634,0.0009008545642208599,0.0010145363534731174,0.0018017091284417198
