month_index,month_label,year,month,landscape_summary,observed_value,fitted_mean_field_value,bootstrap_mean,bootstrap_sd,ci_2_5,ci_50,ci_97_5
39,2010_4,2010,4,landscape_total_tent_area_top10,4.725345362046129e-09,1.246413924050849e-09,5.848891088949044e-09,2.8434857463202337e-09,2.5701656357384747e-09,5.2183803946101875e-09,1.199221941897244e-08
40,2010_5,2010,5,landscape_total_tent_area_top10,7.875279010033832e-09,2.069659236436176e-09,7.890653702560812e-09,3.527022626957993e-09,3.3863075599710838e-09,7.153825567350306e-09,1.7109411418777255e-08
41,2010_6,2010,6,landscape_total_tent_area_top10,6.804443587997358e-09,4.826404027962347e-10,4.523067112241507e-09,1.9855379281969413e-09,1.962219293549234e-09,4.128519846365969e-09,9.22900391093311e-09
42,2010_7,2010,7,landscape_total_tent_area_top10,5.425981827860897e-09,7.486304008294257e-10,4.6068975339513726e-09,2.0486363375809532e-09,1.9653528505642155e-09,4.106218843122978e-09,9.75864490100216e-09
43,2010_8,2010,8,landscape_total_tent_area_top10,4.391140873697795e-09,4.1542603667166465e-10,4.398664334196903e-09,1.9868401881798465e-09,1.907598252279074e-09,3.93990841202899e-09,9.256345205061142e-09
44,2010_9,2010,9,landscape_total_tent_area_top10,7.955039823947034e-09,1.5226669751134186e-09,6.3069383223499685e-09,2.6885037999115375e-09,2.6625364229340146e-09,5.774437919579001e-09,1.2249919194342734e-08
45,2010_10,2010,10,landscape_total_tent_area_top10,5.069486666268326e-09,6.428646752822852e-10,4.794182651896929e-09,1.983332563746866e-09,2.1361227364720793e-09,4.346457823101894e-09,9.488727573180972e-09
46,2010_11,2010,11,landscape_total_tent_area_top10,2.18760815702259e-09,3.639519304289688e-10,3.889687395747051e-09,1.6630006372841064e-09,1.6882572161704831e-09,3.536220739416795e-09,7.637845248392184e-09
47,2010_12,2010,12,landscape_total_tent_area_top10,1.7902550208416045e-09,6.087224712817858e-10,4.5476264374809106e-09,1.952611111449959e-09,2.0832993277895895e-09,4.126794184918319e-09,9.715353256057914e-09
48,2011_1,2011,1,landscape_total_tent_area_top10,6.2555773542291685e-09,1.132503202074618e-09,6.130050284674719e-09,2.8765713571547146e-09,2.368579753521221e-09,5.5248329387986315e-09,1.2912784433230294e-08
49,2011_2,2011,2,landscape_total_tent_area_top10,3.5576396030538044e-09,8.770546698879372e-10,5.452728521288811e-09,2.264948023611184e-09,2.4636719388811394e-09,5.006024950956918e-09,1.113056571427812e-08
50,2011_3,2011,3,landscape_total_tent_area_top10,2.7852356468080168e-09,4.486565618615868e-10,3.800996433043166e-09,1.5235988640396036e-09,1.6798283023831692e-09,3.5245365797572043e-09,7.796117002077125e-09
51,2011_4,2011,4,landscape_total_tent_area_top10,7.207494089727236e-09,1.0371492710820703e-09,6.730815526186776e-09,3.3486127977914163e-09,2.815551391759186e-09,6.017089500831827e-09,1.5590128464707666e-08
52,2011_5,2011,5,landscape_total_tent_area_top10,4.541950585359777e-09,1.370249861513529e-09,6.175299079365573e-09,2.862093609798393e-09,2.648439492765966e-09,5.519106108720227e-09,1.3965276785703917e-08
53,2011_6,2011,6,landscape_total_tent_area_top10,7.1274563029239476e-09,4.0749301098106374e-10,4.208649170628421e-09,1.9398546914967925e-09,1.9319427567647466e-09,3.727602342183385e-09,9.273128466368659e-09
54,2011_7,2011,7,landscape_total_tent_area_top10,4.36411720457069e-09,5.319164030170029e-10,4.8250405004609785e-09,1.9534940918971324e-09,2.2236651627677538e-09,4.429115626804536e-09,9.399369116912673e-09
55,2011_8,2011,8,landscape_total_tent_area_top10,8.054755051294743e-09,3.5618527317978713e-10,4.554202489429502e-09,1.942452771029347e-09,2.0243692572316276e-09,4.1399259721282326e-09,9.247002288807779e-09
56,2011_9,2011,9,landscape_total_tent_area_top10,7.840113627117961e-09,1.1554407598575404e-09,5.965461503391668e-09,2.6688075351175145e-09,2.577156784182605e-09,5.4422558021628975e-09,1.2106643983430154e-08
57,2011_10,2011,10,landscape_total_tent_area_top10,1.247834839237236e-08,9.632003489541846e-10,5.49828073096677e-09,2.39403128879816e-09,2.3492576300700347e-09,5.001288803202353e-09,1.1605736843959722e-08
58,2011_11,2011,11,landscape_total_tent_area_top10,1.2948985672691938e-08,1.2267960398768989e-09,6.2250757721916044e-09,2.7145328043800895e-09,2.570444257799393e-09,5.569160746198753e-09,1.3152688500889258e-08
59,2011_12,2011,12,landscape_total_tent_area_top10,4.03297570687411e-09,6.959358449991431e-10,5.019680949937851e-09,2.1354201930559227e-09,2.3102551616030076e-09,4.549551303827378e-09,1.0510162405185966e-08
60,2012_1,2012,1,landscape_total_tent_area_top10,3.4793638544580062e-09,6.64736923534865e-10,4.527406717051967e-09,2.024231605229537e-09,2.0676641308291624e-09,4.079965609777139e-09,9.276279292264711e-09
61,2012_2,2012,2,landscape_total_tent_area_top10,3.337837434802861e-09,4.5128482738719166e-10,4.982528431923981e-09,1.9837452002007874e-09,2.1846493812954923e-09,4.596648849219932e-09,9.504856263454851e-09
62,2012_3,2012,3,landscape_total_tent_area_top10,4.5110766891316395e-09,5.62141448146119e-10,4.6797028422698904e-09,1.817316178028142e-09,2.173034988288819e-09,4.324103968599656e-09,9.474613184143253e-09
63,2012_4,2012,4,landscape_total_tent_area_top10,8.405100713995887e-09,4.577771566047591e-10,4.206223633579283e-09,1.8272302461664918e-09,1.961670366442103e-09,3.878427492562767e-09,8.847712173495899e-09
64,2012_5,2012,5,landscape_total_tent_area_top10,3.4569207830175274e-09,6.623452903841329e-10,4.9100729528306426e-09,2.319555381436002e-09,2.090259750820064e-09,4.403222924613219e-09,9.908890795479969e-09
65,2012_6,2012,6,landscape_total_tent_area_top10,4.692834555915022e-09,9.308560997275828e-10,5.208035952577429e-09,2.283265599392298e-09,2.3802245051727265e-09,4.694117994546933e-09,1.0718146921212154e-08
66,2012_7,2012,7,landscape_total_tent_area_top10,3.6574206035315713e-09,6.305552224439094e-10,4.885522534240709e-09,2.1198557404114456e-09,2.19102582441655e-09,4.427365005949322e-09,1.0305223338464903e-08
67,2012_8,2012,8,landscape_total_tent_area_top10,4.98834235285468e-09,4.2100482951301303e-10,4.70440908839933e-09,2.0742803412617286e-09,2.17695698488406e-09,4.284722974848083e-09,9.342669654917494e-09
68,2012_9,2012,9,landscape_total_tent_area_top10,8.131717537841553e-09,4.6004567097009723e-10,3.8282089120314926e-09,1.5723025028851071e-09,1.7994873302392052e-09,3.5406021962709455e-09,7.796946623625388e-09
69,2012_10,2012,10,landscape_total_tent_area_top10,3.73803239697081e-09,3.962805272789574e-10,4.135815720195299e-09,1.792146305594514e-09,1.8499843545757284e-09,3.8100084330886084e-09,8.484054064118206e-09
70,2012_11,2012,11,landscape_total_tent_area_top10,1.3290297607336153e-08,1.1064697968603691e-09,6.96157101480328e-09,3.0359279759210396e-09,2.847580941439653e-09,6.35639987865015e-09,1.4702387364758528e-08
71,2012_12,2012,12,landscape_total_tent_area_top10,3.7049442898238007e-09,4.3551570790923336e-10,4.67526236615165e-09,2.0730063960202593e-09,2.0642632496581422e-09,4.213315238099256e-09,1.012990680593399e-08
72,2013_1,2013,1,landscape_total_tent_area_top10,7.391332084148618e-09,8.477320344876919e-10,5.421984629950047e-09,2.3066188235272195e-09,2.2738911142949423e-09,4.987112260070438e-09,1.0517362081388533e-08
73,2013_2,2013,2,landscape_total_tent_area_top10,4.1844407530069516e-09,3.289946779829644e-09,9.086983270433122e-09,4.621917475170875e-09,3.491189608876446e-09,8.097760289852139e-09,2.1881586989535677e-08
74,2013_3,2013,3,landscape_total_tent_area_top10,1.0623004449981407e-08,4.6536586479249316e-10,5.22420162395061e-09,2.0882085081399677e-09,2.4346614374452532e-09,4.803242575815073e-09,1.0081834876254898e-08
75,2013_4,2013,4,landscape_total_tent_area_top10,7.240133309960132e-09,6.754060494828767e-10,5.4094136804503706e-09,2.298487512216726e-09,2.2890041475606886e-09,4.9310196472659895e-09,1.088128930971101e-08
76,2013_5,2013,5,landscape_total_tent_area_top10,6.557780653180115e-09,1.634179600907462e-09,6.657161463590983e-09,3.3549415105152313e-09,2.68453763407991e-09,5.803415626498366e-09,1.5097564392579562e-08
77,2013_6,2013,6,landscape_total_tent_area_top10,5.260883770905498e-09,7.299389493993732e-10,5.290139419107831e-09,2.307517741650149e-09,2.3670373834083696e-09,4.724406656306168e-09,1.1059686524191442e-08
78,2013_7,2013,7,landscape_total_tent_area_top10,4.373173414671086e-09,4.701864611741713e-10,5.1623529417609976e-09,2.1349545711063965e-09,2.3487650990314303e-09,4.734818024227019e-09,1.0297952831812272e-08
79,2013_8,2013,8,landscape_total_tent_area_top10,5.8007999624373835e-09,1.8145058916763027e-09,7.410440304294886e-09,3.519177561782157e-09,3.1046067200348052e-09,6.692084941784017e-09,1.5465407571151395e-08
80,2013_9,2013,9,landscape_total_tent_area_top10,2.996694735610788e-09,4.758135550720429e-10,4.953367052233082e-09,2.1559844186211756e-09,2.2940522964273605e-09,4.465801986102606e-09,9.715084492040534e-09
81,2013_10,2013,10,landscape_total_tent_area_top10,3.2693946455035647e-09,4.2780543983459913e-10,4.786082380871829e-09,1.96941424290503e-09,2.2431357744066564e-09,4.37062326935146e-09,9.742035721703966e-09
82,2013_11,2013,11,landscape_total_tent_area_top10,8.061966624419376e-09,4.5483748682369706e-10,4.525553675508019e-09,1.7572209864720773e-09,2.123347453072238e-09,4.1794621913861256e-09,8.774069505468283e-09
83,2013_12,2013,12,landscape_total_tent_area_top10,4.346633808122712e-09,4.863088578257145e-10,4.424319183863753e-09,1.7546203955434065e-09,2.042708893313228e-09,4.130796875161515e-09,8.472694758757084e-09
84,2014_1,2014,1,landscape_total_tent_area_top10,4.4800631578283485e-09,6.093037594988808e-10,4.822185608773211e-09,2.0254445016089442e-09,2.13769642924231e-09,4.3819514766063225e-09,9.993934460475624e-09
85,2014_2,2014,2,landscape_total_tent_area_top10,4.530636366557359e-09,9.362405322270491e-10,5.710084750632439e-09,2.1663092992798474e-09,2.7976134494432554e-09,5.301611637519664e-09,1.065281854370052e-08
86,2014_3,2014,3,landscape_total_tent_area_top10,5.342325517043557e-09,7.722351044634618e-10,6.3676090761814805e-09,2.314087588804858e-09,3.0709734646581956e-09,5.887484476227387e-09,1.2122322511373733e-08
87,2014_4,2014,4,landscape_total_tent_area_top10,2.941210325255904e-09,6.58262399101478e-10,4.942487426235458e-09,2.0668189746536444e-09,2.163312602319335e-09,4.542033740457365e-09,9.72867806307884e-09
88,2014_5,2014,5,landscape_total_tent_area_top10,8.759947676852719e-09,5.010731363340517e-10,4.0840642113314944e-09,1.6749971963027178e-09,1.8393066413675137e-09,3.769696227084646e-09,8.325283954107103e-09
89,2014_6,2014,6,landscape_total_tent_area_top10,7.842858939921302e-09,2.2377583572015157e-09,7.534312967598593e-09,3.618448192253519e-09,3.023857834113243e-09,6.677332990704165e-09,1.6695514516677104e-08
90,2014_7,2014,7,landscape_total_tent_area_top10,7.046305453666066e-09,7.702466163935274e-10,5.570499625396988e-09,2.354354578327484e-09,2.5471508170694684e-09,5.132928992454539e-09,1.203230406798102e-08
91,2014_8,2014,8,landscape_total_tent_area_top10,5.6531202828557815e-09,1.0830061679347168e-09,5.815890023691924e-09,2.272500699290855e-09,2.69740713739809e-09,5.364371414210638e-09,1.1157125823873408e-08
92,2014_9,2014,9,landscape_total_tent_area_top10,5.285010292782406e-09,5.380924042968834e-10,5.227407475448019e-09,1.9846169389445305e-09,2.4800262754492106e-09,4.850492227685333e-09,1.0357796799491511e-08
93,2014_10,2014,10,landscape_total_tent_area_top10,5.393010448017218e-09,1.6602448281208602e-09,9.553934391506038e-09,4.1721567414081225e-09,4.1903823914771835e-09,8.775730472897299e-09,1.8966653416648594e-08
94,2014_11,2014,11,landscape_total_tent_area_top10,1.133725068096803e-08,1.1729364620582657e-09,6.380070663780238e-09,2.695943361412323e-09,2.9292283142259338e-09,5.746596779578697e-09,1.2546425839100224e-08
95,2014_12,2014,12,landscape_total_tent_area_top10,6.8174237944571556e-09,7.096829996947127e-10,6.16670863644338e-09,2.4913266260401007e-09,2.9773351384522775e-09,5.615613923478449e-09,1.1907301587096499e-08
96,2015_1,2015,1,landscape_total_tent_area_top10,8.875499054317649e-09,1.1661035832247164e-09,7.052291865743602e-09,2.9110867210139485e-09,3.0241487083120035e-09,6.407734816999304e-09,1.4391529628469556e-08
97,2015_2,2015,2,landscape_total_tent_area_top10,5.80499440094136e-09,6.811706669514035e-10,6.056864254665088e-09,2.2916142681312752e-09,2.928349040852889e-09,5.608689608472454e-09,1.1615995300887818e-08
98,2015_3,2015,3,landscape_total_tent_area_top10,3.6045942588988652e-09,9.437875825000065e-10,6.043949620692922e-09,2.5364283225863854e-09,2.7884552820398003e-09,5.517644624327826e-09,1.235039893216802e-08
99,2015_4,2015,4,landscape_total_tent_area_top10,9.270910859621586e-09,1.3985640380891658e-09,7.255974052102642e-09,2.6978979353698485e-09,3.547928741648173e-09,6.85285392883475e-09,1.4015104556106235e-08
100,2015_5,2015,5,landscape_total_tent_area_top10,4.986156042001815e-09,1.421626776325484e-09,7.747368272239532e-09,3.288890070992932e-09,3.3408482697292725e-09,7.031391420327417e-09,1.5775723782207725e-08
101,2015_6,2015,6,landscape_total_tent_area_top10,5.1535458776757785e-09,8.175038821169887e-10,5.880222486917385e-09,2.454823282829735e-09,2.7558767874517032e-09,5.505683812602886e-09,1.1422782072285028e-08
102,2015_7,2015,7,landscape_total_tent_area_top10,7.0660072372596286e-09,8.482922607740434e-10,6.520176811805879e-09,2.774751973156007e-09,2.8608776729969476e-09,5.9667764979481765e-09,1.3261465734121766e-08
103,2015_8,2015,8,landscape_total_tent_area_top10,1.5472042106150412e-08,5.987020723808023e-10,6.873370807884096e-09,2.8104539031015178e-09,3.1820145121949253e-09,6.2456406008112505e-09,1.3712094069610472e-08
104,2015_9,2015,9,landscape_total_tent_area_top10,8.716359129838392e-09,2.11099267855865e-09,8.498072881812276e-09,3.842248446059837e-09,3.4688576069859162e-09,7.665607807920583e-09,1.827428487319464e-08
105,2015_10,2015,10,landscape_total_tent_area_top10,3.7866450247420975e-09,8.89762186707302e-10,5.936390494187999e-09,2.1588941215458983e-09,2.8858382688611303e-09,5.54799609309911e-09,1.1229382818104455e-08
106,2015_11,2015,11,landscape_total_tent_area_top10,3.804346970516912e-09,1.825455218914251e-09,8.030547043371196e-09,3.5690357269516477e-09,3.574668045712275e-09,7.252841741670315e-09,1.600809062413066e-08
107,2015_12,2015,12,landscape_total_tent_area_top10,2.1575640716660457e-08,2.021475231180716e-08,2.8521164929050086e-08,1.555615139042388e-08,9.181910243980161e-09,2.5619174843189858e-08,6.824260729732089e-08
108,2016_1,2016,1,landscape_total_tent_area_top10,1.0258496148514528e-08,1.5430712028996755e-09,7.64738570231189e-09,2.964090579791221e-09,3.75254445055832e-09,7.004320964413091e-09,1.5709874266023832e-08
109,2016_2,2016,2,landscape_total_tent_area_top10,4.86658932770377e-09,1.3782445900947744e-09,6.705324058983481e-09,2.5924058205201805e-09,3.323551949625209e-09,6.223985768569543e-09,1.2754819597834242e-08
110,2016_3,2016,3,landscape_total_tent_area_top10,7.153344924710999e-09,1.5947605403461874e-09,7.727584994330355e-09,2.905206841468498e-09,3.910204596904776e-09,7.137602019932182e-09,1.5117976839104622e-08
111,2016_4,2016,4,landscape_total_tent_area_top10,5.1656300369405445e-09,1.5765755451045201e-09,8.482478675526697e-09,3.0982749850900304e-09,3.910508152024247e-09,8.004105076263343e-09,1.6281407163915546e-08
112,2016_5,2016,5,landscape_total_tent_area_top10,6.991619159063638e-09,1.7204053041764897e-09,8.344883776194408e-09,3.2503157330953113e-09,3.9989137791675255e-09,7.641653174210125e-09,1.675387792048161e-08
113,2016_6,2016,6,landscape_total_tent_area_top10,7.668501613792463e-09,3.287131964656401e-09,1.0401804370777529e-08,3.739154135405674e-09,5.042441307451639e-09,9.854892302772405e-09,1.9622831844310794e-08
114,2016_7,2016,7,landscape_total_tent_area_top10,8.409694113260275e-09,2.421837303084403e-09,1.0623771168491132e-08,4.215628741336745e-09,4.834137698675219e-09,9.785375801793473e-09,2.064227656557757e-08
115,2016_8,2016,8,landscape_total_tent_area_top10,6.002293477640232e-09,1.4998968167436644e-09,8.662068945920871e-09,3.3748047611150056e-09,3.985792735173333e-09,8.086457521692523e-09,1.7085477220695934e-08
116,2016_9,2016,9,landscape_total_tent_area_top10,9.739761557009038e-09,1.6051955337693348e-09,8.914669527974803e-09,3.3947306607396793e-09,4.438191951068033e-09,8.259541314696214e-09,1.7682970409071638e-08
117,2016_10,2016,10,landscape_total_tent_area_top10,5.770020904289291e-09,3.2000957228383794e-09,1.0069663227069979e-08,3.728204407687681e-09,4.657273701666146e-09,9.462310107753998e-09,1.862221222250558e-08
118,2016_11,2016,11,landscape_total_tent_area_top10,7.196303246712789e-09,1.7900564413522432e-09,7.566436264523233e-09,2.591901861775728e-09,4.066523630174925e-09,7.10661007707292e-09,1.3295054257422847e-08
119,2016_12,2016,12,landscape_total_tent_area_top10,9.73361818351859e-09,2.37108318906467e-09,1.0009578425483289e-08,3.7701116255539145e-09,4.796440108015108e-09,9.476640588189996e-09,1.94979358116389e-08
120,2017_1,2017,1,landscape_total_tent_area_top10,1.8033979289823822e-08,3.831205712479676e-08,4.877748828661947e-08,2.3227371555612313e-08,1.644180425200481e-08,4.508399012921477e-08,1.0526013650000365e-07
121,2017_2,2017,2,landscape_total_tent_area_top10,2.9831586255048435e-08,1.024207098869827e-08,1.9578484085922334e-08,8.482219234842305e-09,8.965516904301469e-09,1.7712631149498965e-08,3.9251476789963723e-08
122,2017_3,2017,3,landscape_total_tent_area_top10,7.92885172181273e-09,2.6642923250045313e-09,1.175580378284622e-08,4.395043129532033e-09,5.610843303495815e-09,1.0934774597001908e-08,2.2976480067750864e-08
123,2017_4,2017,4,landscape_total_tent_area_top10,1.4250870975982975e-08,6.309879013395746e-09,1.6738578945030162e-08,7.446411557329149e-09,7.193930674751416e-09,1.507839441228682e-08,3.444550911767287e-08
124,2017_5,2017,5,landscape_total_tent_area_top10,9.378443430006028e-09,2.8412155544847153e-09,1.1940637399940967e-08,4.4089588702143545e-09,5.8159211958583574e-09,1.1124380275826392e-08,2.2892355560236377e-08
125,2017_6,2017,6,landscape_total_tent_area_top10,9.136418696011227e-09,4.205752879095444e-09,1.4523936494247089e-08,5.378665292212042e-09,7.0856691202019344e-09,1.3584232198443774e-08,2.772391726371052e-08
126,2017_7,2017,7,landscape_total_tent_area_top10,9.566629605728934e-09,1.9186239439260584e-09,9.6544464354488e-09,3.8922018573846425e-09,4.434910416752694e-09,8.942786032166381e-09,1.994395072948745e-08
127,2017_8,2017,8,landscape_total_tent_area_top10,7.53824023452736e-09,1.2885287360616554e-09,7.6732002740428e-09,2.904879588951685e-09,3.63735161022791e-09,7.229455466212527e-09,1.4321014506191913e-08
128,2017_9,2017,9,landscape_total_tent_area_top10,8.979995515635641e-09,2.8786909262745377e-09,1.1243171981342563e-08,4.652094733395665e-09,5.03127103768295e-09,1.0443596853630832e-08,2.2116870680125023e-08
129,2017_10,2017,10,landscape_total_tent_area_top10,1.346061931192113e-08,1.7763947845748066e-09,9.473555497037674e-09,4.1043126363994594e-09,4.110349521485849e-09,8.603070687604017e-09,1.9151890190347867e-08
130,2017_11,2017,11,landscape_total_tent_area_top10,8.162968418076197e-09,1.9247230293580834e-09,7.63632990481228e-09,2.749373672107049e-09,3.7468567095008826e-09,7.18148145867665e-09,1.3696320999054669e-08
131,2017_12,2017,12,landscape_total_tent_area_top10,7.2709308480831004e-09,1.194401040471317e-09,9.155235421869313e-09,3.792546209450032e-09,4.106851056167584e-09,8.499599047001583e-09,1.871425866287114e-08
132,2018_1,2018,1,landscape_total_tent_area_top10,6.935675549458412e-09,1.0416325392756675e-09,7.971883201334614e-09,3.701987256397442e-09,3.552520208322166e-09,7.1722580209789936e-09,1.6455540121280478e-08
133,2018_2,2018,2,landscape_total_tent_area_top10,8.289637152387024e-09,3.1302085539918293e-09,1.0775452900877464e-08,4.848538085970734e-09,4.830453014089244e-09,9.69322979225083e-09,2.3370901314235826e-08
134,2018_3,2018,3,landscape_total_tent_area_top10,1.752984304054436e-08,8.85073997863058e-09,2.1319464905137746e-08,8.894813829437202e-09,8.67126767560133e-09,1.9414516857998633e-08,4.394982115319328e-08
135,2018_4,2018,4,landscape_total_tent_area_top10,8.842348870942898e-09,1.5473749784262583e-09,8.082073718042807e-09,3.2104648543392063e-09,3.561433316209336e-09,7.557515058562706e-09,1.5284186433501056e-08
136,2018_5,2018,5,landscape_total_tent_area_top10,4.394139771238944e-09,2.0201289339421332e-09,8.149353425230897e-09,3.4785328904309316e-09,3.790375444554978e-09,7.432402988581115e-09,1.67364605212124e-08
137,2018_6,2018,6,landscape_total_tent_area_top10,1.9053773143667756e-08,1.6330502619657383e-09,8.637379342229742e-09,3.715732333599335e-09,3.693963631634618e-09,7.976218062430563e-09,1.8888630107136733e-08
138,2018_7,2018,7,landscape_total_tent_area_top10,6.962812638494299e-09,1.6014758149186274e-09,7.705903167402501e-09,2.870652694696416e-09,3.619563768009369e-09,7.191441623082731e-09,1.4775792142507421e-08
139,2018_8,2018,8,landscape_total_tent_area_top10,4.378853598220329e-09,1.6828440375846084e-09,1.019145964149509e-08,4.152802277317986e-09,4.643975084411981e-09,9.331225772234043e-09,2.0303828104416725e-08
140,2018_9,2018,9,landscape_total_tent_area_top10,5.5990810661292125e-09,1.647489031372042e-09,7.2197124075915704e-09,2.6784781649809492e-09,3.6372478031104507e-09,6.631761271832768e-09,1.3714085621411963e-08
141,2018_10,2018,10,landscape_total_tent_area_top10,4.240627494738616e-09,1.407373036664927e-09,6.858744766985964e-09,2.881579875937514e-09,3.141848907705165e-09,6.22194169937704e-09,1.4107388719516251e-08
142,2018_11,2018,11,landscape_total_tent_area_top10,5.365097094372465e-09,2.618869825135661e-09,9.267700363301417e-09,4.1871801516076066e-09,3.747378039132861e-09,8.433821109991284e-09,1.9490454980553156e-08
143,2018_12,2018,12,landscape_total_tent_area_top10,6.5180698929393434e-09,1.8484853462210587e-09,7.650435949472538e-09,3.3634232009149314e-09,3.7350244878230944e-09,7.04799361633448e-09,1.4457699272819199e-08
144,2019_1,2019,1,landscape_total_tent_area_top10,8.86132227249987e-09,1.9092691438307246e-09,7.3357067995893134e-09,2.809488767765058e-09,3.7231011625653728e-09,6.681703823414322e-09,1.393725970805593e-08
145,2019_2,2019,2,landscape_total_tent_area_top10,8.506244706779348e-09,1.3885991467565912e-09,7.315104957333057e-09,3.033612859169612e-09,3.3998380667739352e-09,6.755074642350432e-09,1.484311899290108e-08
146,2019_3,2019,3,landscape_total_tent_area_top10,1.0547989554914616e-08,2.4536974451457956e-09,8.353510649493632e-09,3.2069945814490306e-09,3.92466285133887e-09,7.749225366879157e-09,1.653015184963462e-08
147,2019_4,2019,4,landscape_total_tent_area_top10,1.2103313125848193e-08,3.941355034622481e-09,1.1815163539082885e-08,5.041090899176945e-09,5.005866149200791e-09,1.0895372007527875e-08,2.372196221816068e-08
148,2019_5,2019,5,landscape_total_tent_area_top10,6.490086084026028e-09,1.9018748765546405e-09,7.982008950650108e-09,3.0992139406866884e-09,3.608776077749661e-09,7.41592451595143e-09,1.6070604019543682e-08
149,2019_6,2019,6,landscape_total_tent_area_top10,8.775824508077201e-09,1.8360726786100332e-09,7.966378082143427e-09,3.567701703354787e-09,3.778451201276275e-09,7.156976589194467e-09,1.6788445619296096e-08
150,2019_7,2019,7,landscape_total_tent_area_top10,5.8906207353665e-09,2.743760910358454e-09,1.1074476993007897e-08,4.581775070852103e-09,5.234106399280109e-09,1.009858723801024e-08,2.165974703497051e-08
151,2019_8,2019,8,landscape_total_tent_area_top10,8.07926447030021e-09,1.9974357483201864e-09,7.418078412447289e-09,2.7188758738537352e-09,3.6031369932663618e-09,6.901906185420967e-09,1.405626327194463e-08
152,2019_9,2019,9,landscape_total_tent_area_top10,4.7234828341956204e-09,2.8577277271834267e-09,9.632454816674721e-09,4.079922278807273e-09,4.4898996781819974e-09,8.71728875479262e-09,1.9642158626972797e-08
153,2019_10,2019,10,landscape_total_tent_area_top10,4.314662894646624e-09,2.0218319822333913e-09,7.488406277407784e-09,2.782014803693527e-09,3.6755795375872265e-09,6.956112386866353e-09,1.3832230424392435e-08
154,2019_11,2019,11,landscape_total_tent_area_top10,1.081560113013993e-08,4.004392995994302e-09,1.15202524894521e-08,4.232956951760913e-09,5.286177194867082e-09,1.0874514632021115e-08,2.201019989390714e-08
155,2019_12,2019,12,landscape_total_tent_area_top10,6.393647974337378e-09,5.009388406247747e-09,1.3676857108357439e-08,6.946344131038171e-09,5.141457439559405e-09,1.2140221053355445e-08,3.4417814502384285e-08
156,2020_1,2020,1,landscape_total_tent_area_top10,7.219310515725446e-09,1.488114838953472e-09,8.946654714404695e-09,3.951214047850755e-09,4.0731322197448586e-09,8.165188245719627e-09,1.8901377789943263e-08
157,2020_2,2020,2,landscape_total_tent_area_top10,2.6623339762495643e-08,3.773897834215521e-09,1.1628756493097196e-08,5.2421632987534345e-09,4.834402187775465e-09,1.0472786719878156e-08,2.42401982585621e-08
158,2020_3,2020,3,landscape_total_tent_area_top10,9.006969885502963e-09,5.106589090584395e-09,1.2196041126367661e-08,4.6950852848805975e-09,6.008749212500519e-09,1.1130546152292583e-08,2.286329775646109e-08
159,2020_4,2020,4,landscape_total_tent_area_top10,1.0117442295572528e-08,3.6071570957860492e-09,1.0300031565341134e-08,3.848737974881444e-09,5.080074942174006e-09,9.57328443250981e-09,1.919477521388177e-08
160,2020_5,2020,5,landscape_total_tent_area_top10,2.071154425213446e-08,9.956835490174135e-09,2.213259542433934e-08,9.256531397925369e-09,1.041714705628274e-08,2.023396246561897e-08,4.6511377485266304e-08
161,2020_6,2020,6,landscape_total_tent_area_top10,1.0615563928096125e-08,5.763011092399557e-09,1.6050028192212634e-08,6.926405903979587e-09,8.03964045575111e-09,1.4270122583382227e-08,3.360214112292072e-08
162,2020_7,2020,7,landscape_total_tent_area_top10,1.1846902475729142e-08,7.730880506060832e-09,1.6984883826970504e-08,7.94339148886978e-09,7.655311098349162e-09,1.5147731394055508e-08,3.94482329236931e-08
163,2020_8,2020,8,landscape_total_tent_area_top10,1.0790099088128944e-08,4.99199990051617e-09,1.4795434357210235e-08,6.534709625566033e-09,6.130883738122231e-09,1.3452143387446478e-08,3.0591638798768875e-08
164,2020_9,2020,9,landscape_total_tent_area_top10,8.790890069623424e-09,2.7668490825369847e-09,8.900605108793709e-09,2.918852670069322e-09,4.61781965724304e-09,8.33377388127458e-09,1.5968051260427834e-08
165,2020_10,2020,10,landscape_total_tent_area_top10,1.096272846849426e-08,4.479182368091131e-09,1.3658071636457974e-08,6.994439140148487e-09,5.893792065441291e-09,1.1748928377823932e-08,3.087691756582808e-08
166,2020_11,2020,11,landscape_total_tent_area_top10,7.750879589044624e-09,7.309848179234007e-09,1.9650847902229802e-08,1.0532117044415813e-08,7.601026292907528e-09,1.6880753909025394e-08,4.736321549723378e-08
167,2020_12,2020,12,landscape_total_tent_area_top10,3.073742918614594e-08,6.1428714441374455e-09,1.7031878515707613e-08,7.042087555773424e-09,7.654906921003112e-09,1.568568004547158e-08,3.537041761094465e-08
168,2021_1,2021,1,landscape_total_tent_area_top10,1.5729082659217918e-08,9.062659518354791e-09,2.607169040057946e-08,1.335599127649604e-08,1.130402973345337e-08,2.2070503929322397e-08,6.255215490346762e-08
169,2021_2,2021,2,landscape_total_tent_area_top10,7.368987493576316e-09,2.4696284331259198e-09,9.74457521737519e-09,4.453214551486083e-09,4.304412854444781e-09,8.843091710192465e-09,2.0481346179637812e-08
