month_index,month_label,year,month,summary_statistic,observed_value,fitted_mean_field_value,bootstrap_mean,bootstrap_sd,ci_2_5,ci_50,ci_97_5
153,2019_10,2019,10,max_persistence_top10,7.651251327376178e-05,7.060936119343557e-05,0.00011685658701058719,3.115617813566736e-05,7.354833964623249e-05,0.0001103225094693,0.0001838708491155
154,2019_11,2019,11,max_persistence_top10,0.0001365700433609,0.0001009963948059,0.00014875857250912813,3.523652627021813e-05,9.758953840148337e-05,0.0001431311367474,0.0002332996344972
155,2019_12,2019,12,max_persistence_top10,0.0001192016892582,0.0001181272472701,0.00016264302736268888,5.299628778493449e-05,9.164432836162852e-05,0.000145211645974,0.0003127094036184
156,2020_1,2020,1,max_persistence_top10,0.0001144872117784,6.596520525437594e-05,0.00013137184053713585,3.761952504939382e-05,7.81188969611749e-05,0.0001224664748025,0.0002343566908835
157,2020_2,2020,2,max_persistence_top10,0.0002707703416219,9.476971676002464e-05,0.00014635977522224473,4.2514086659417645e-05,8.830866823169251e-05,0.0001380167000207,0.0002554937483364396
158,2020_3,2020,3,max_persistence_top10,0.0001562377939223,0.0001260004331866,0.00015995270674875074,3.966984123641183e-05,0.00010253731609465238,0.0001498127340823,0.0002415875754961
159,2020_4,2020,4,max_persistence_top10,0.0001380167000207,0.0001058699757009,0.0001450625950334945,3.516178519833489e-05,9.175995595522114e-05,0.0001380500431406,0.0002343566908835
160,2020_5,2020,5,max_persistence_top10,0.0002216312056737,0.0001851214804619,0.0002303753731539671,5.821826413364577e-05,0.000148954609468,0.00022566868768835,0.0003905944848058
161,2020_6,2020,6,max_persistence_top10,0.000148954609468,0.0001283847414069,0.0001890188599141021,5.2371491895262035e-05,0.0001218719532011,0.0001783166904422,0.0003124755878446
162,2020_7,2020,7,max_persistence_top10,0.0001562377939223,0.0001470750528212,0.0001932300538621094,5.6992583190267704e-05,0.0001108156028368,0.000176037265735,0.0003124755878446
163,2020_8,2020,8,max_persistence_top10,0.0001457725947521,0.0001153521367189,0.0001754578299226946,4.852813741219713e-05,0.00010738799715765249,0.0001562377939223,0.0002838892831795
164,2020_9,2020,9,max_persistence_top10,0.0001477541371158,6.631930905504258e-05,0.00012274182142026763,2.9034140897307615e-05,8.124796880077999e-05,0.0001144872117784,0.0001846926713947
165,2020_10,2020,10,max_persistence_top10,0.0001562377939223,0.0001216968045443,0.00017598182067183677,5.28095687311429e-05,0.0001035375323554,0.0001579382771066,0.0003124755878446
166,2020_11,2020,11,max_persistence_top10,0.0001368316628467,0.0001402695347426,0.00020588151038668118,7.319413430901273e-05,0.0001083306250677,0.0001794151257617,0.0003905944848058
167,2020_12,2020,12,max_persistence_top10,0.0002394554099818,0.0001437979756634,0.0002005313266886819,5.297066008751496e-05,0.0001218719532011,0.0001895785938684,0.0003132156770764068
168,2021_1,2021,1,max_persistence_top10,0.0002264492753623,0.0001729838437196,0.0002593374299403077,7.736551221621918e-05,0.0001574431236715,0.0002395291541199,0.0004723293710147
169,2021_2,2021,2,max_persistence_top10,0.0001087981431783,7.45612982459429e-05,0.00013676147148772877,4.0402860744586944e-05,8.431101810266692e-05,0.000135881873358,0.0002361646855073
170,2021_3,2021,3,max_persistence_top10,0.0001144269498352,9.519608974082548e-05,0.00017353290842624786,4.368878376363289e-05,0.0001107256219089,0.0001587133636652,0.0002795443427213
171,2021_4,2021,4,max_persistence_top10,0.0001843941116813,0.0001153819357302,0.00016474187471464546,4.614620603230456e-05,0.0001036842469067,0.0001574431236715,0.00027985340619588475
172,2021_5,2021,5,max_persistence_top10,0.0001393534002229,0.0001350650758215,0.00017756881879687914,4.5183387011396553e-05,0.000112790435371,0.0001644083355026,0.0003148862473431
173,2021_6,2021,6,max_persistence_top10,0.0001383317194632,7.204833866028457e-05,0.00014242059672498934,3.674730237504315e-05,9.103690991072828e-05,0.0001383317194632,0.0002264697889301
174,2021_7,2021,7,max_persistence_top10,0.0001811758311441,0.0001140798456639,0.00017179353003569066,4.1854772867332005e-05,0.0001096055570017,0.0001644083355026,0.0002717637467161
175,2021_8,2021,8,max_persistence_top10,0.0001574431236715,7.524799091702411e-05,0.00014357023337140118,3.900176846343118e-05,9.058791557206268e-05,0.0001373123398022,0.0002361646855073
176,2021_9,2021,9,max_persistence_top10,0.0001393534002229,0.0001303327228777,0.00017884885315865042,4.381607178308955e-05,0.0001107256219089,0.0001741917502787,0.0002952683250904
177,2021_10,2021,10,max_persistence_top10,0.0001644083355026,0.0001241684126132,0.0002083659598036864,6.406162025993815e-05,0.00013495800724245999,0.0001845427031815,0.0003936078091789
178,2021_11,2021,11,max_persistence_top10,0.0001187225454113,9.801614576001643e-05,0.0001652805601261434,4.616956610216001e-05,0.0001026553517656,0.0001574431236715,0.0003148862473431
179,2021_12,2021,12,max_persistence_top10,0.0001144269498352,0.0001578124891268,0.00020896825535012328,5.580559654160676e-05,0.000135881873358,0.0001973832618993,0.0003623516622882
180,2022_1,2022,1,max_persistence_top10,0.0001523777860892,0.0001014608937925,0.0001464091766960671,4.129201834870009e-05,9.107053412868268e-05,0.000140288138436,0.0002385306511886
181,2022_2,2022,2,max_persistence_top10,0.0001060595347521,0.0001354185679757,0.0002041862680811261,5.195645673855824e-05,0.000125100080064,0.0001944424803789,0.0003187468694503
182,2022_3,2022,3,max_persistence_top10,0.0001523777860892,0.0001470576901985,0.00017846018938751549,4.238081407406994e-05,0.0001110617503331,0.0001722356183258,0.0002770505201623
183,2022_4,2022,4,max_persistence_top10,0.0001151383963524,7.402199417502875e-05,0.00012667346102048917,3.439161329187459e-05,7.951021706289258e-05,0.0001176347571495,0.0002385306511886
184,2022_5,2022,5,max_persistence_top10,0.0001590204341257,5.765328535623824e-05,0.00013599879587123187,3.8730133573590465e-05,8.311515604870549e-05,0.000136143418476,0.0002385306511886
185,2022_6,2022,6,max_persistence_top10,0.0001590204341257,9.559390778523444e-05,0.00015838231508889943,4.397245880322066e-05,9.695260610070712e-05,0.0001523777860892,0.00024547398851779986
186,2022_7,2022,7,max_persistence_top10,0.0001662303120974,0.0001010392920529,0.0001755219351755928,6.001329137802981e-05,0.0001049097775912,0.0001590204341257,0.0003180408682515
187,2022_8,2022,8,max_persistence_top10,0.0004770613023773,0.0001900277153954,0.0002476413460892866,8.238225560167922e-05,0.0001414127130028,0.0002385306511886,0.0004770613023773
188,2022_9,2022,9,max_persistence_top10,0.000124672734073,0.0001170794886898,0.00015686993226699358,4.476719522605263e-05,9.199349912606176e-05,0.0001523777860892,0.0002493454681461
189,2022_10,2022,10,max_persistence_top10,0.0001456717287592,0.000110143674355,0.00017083034759917215,4.725384400178436e-05,0.0001078438421166,0.0001590204341257,0.000273211602386
190,2022_11,2022,11,max_persistence_top10,0.000136605801193,8.924968149132631e-05,0.00015152612165620464,4.157528838712686e-05,9.199349912606176e-05,0.0001456717287592,0.00025538267725503457
191,2022_12,2022,12,max_persistence_top10,0.0003187468694503,0.0001313765916598,0.00017219724730521734,5.0951971082856136e-05,0.0001045642285774,0.0001590204341257,0.0003187468694503
192,2023_1,2023,1,max_persistence_top10,9.251977610214184e-05,6.398342427172569e-05,0.00011215552461200485,3.138705970443074e-05,7.328154770628756e-05,0.000107828337287,0.0001851783267286
193,2023_2,2023,2,max_persistence_top10,0.0001481426613829,7.74601608710988e-05,0.00012076956241647919,3.30386137472561e-05,7.709981341845153e-05,0.0001111589712237,0.0002198446431188
194,2023_3,2023,3,max_persistence_top10,0.000114215227174,6.363303508562782e-05,0.00012713403901589814,3.486614538590624e-05,7.876289742445325e-05,0.0001176455209735,0.00022240128021060483
195,2023_4,2023,4,max_persistence_top10,0.0001111069960371,0.0001010594769733,0.00013934961881684335,3.392322163841139e-05,8.901692920602022e-05,0.0001389487140296,0.0002222139920743
196,2023_5,2023,5,max_persistence_top10,0.0001806333282385,0.0001043617117376,0.00013334426090846275,3.704111878742665e-05,8.01667468334135e-05,0.0001250538426266,0.0002363199995166449
197,2023_6,2023,6,max_persistence_top10,0.0001379976540398,0.0001040936092276,0.00015173075309491617,4.870236679780481e-05,8.43858119321538e-05,0.0001465630954125,0.0002782447998443722
198,2023_7,2023,7,max_persistence_top10,0.0001090076668725,7.554879108342609e-05,0.00012104491385587487,3.131214508608903e-05,7.722676165030231e-05,0.0001111589712237,0.000211879370012
199,2023_8,2023,8,max_persistence_top10,0.0001045737964209,6.663192316936581e-05,0.0001153624802723578,3.365450831109776e-05,7.474400179385604e-05,0.0001079397387858,0.0001851783267286
200,2023_9,2023,9,max_persistence_top10,0.0001603334936668,6.805447240149753e-05,0.00011397190412259353,3.670173594464993e-05,7.266199467063999e-05,0.0001069175665561,0.0002198446431188
201,2023_10,2023,10,max_persistence_top10,0.0001250538426266,7.238627981694839e-05,0.00010652419182144122,3.1138976988486496e-05,6.947435701482583e-05,9.726409982075616e-05,0.0001837644140212
202,2023_11,2023,11,max_persistence_top10,0.00014534355583,0.0001374890939613,0.000173832270445376,5.618358871142302e-05,9.149882461511481e-05,0.0001551033522841,0.0002914366085519368
203,2023_12,2023,12,max_persistence_top10,9.18822070106124e-05,6.62432626740568e-05,0.0001083530156992514,3.470804280681623e-05,6.951972202716081e-05,9.726409982075616e-05,0.00019641213446944215
204,2024_1,2024,1,max_persistence_top10,7.127837770412345e-05,8.315209683378324e-05,0.00011826144913346493,4.161290919938883e-05,7.062645667066883e-05,0.0001069175665561,0.0002297055175265
205,2024_2,2024,2,max_persistence_top10,0.000131717597471,5.67142289082904e-05,0.0001048169672552922,3.200493510697336e-05,6.278875359966966e-05,9.726409982075616e-05,0.0001816794447876
206,2024_3,2024,3,max_persistence_top10,0.0001378233105159,6.911757650897905e-05,0.00011542447663097679,4.127740937194907e-05,6.987631891551953e-05,0.000105967381561,0.00021990387684268746
207,2024_4,2024,4,max_persistence_top10,8.198737394441256e-05,4.1635864510402336e-05,9.386032457205765e-05,2.9292153761829526e-05,5.5971342672551653e-05,8.136917193306029e-05,0.0001603334936668
208,2024_5,2024,5,max_persistence_top10,6.947435701482583e-05,4.457150567227584e-05,9.070408169320917e-05,2.7022060471533132e-05,5.464794592941917e-05,8.01667468334135e-05,0.0001481426613829
209,2024_6,2024,6,max_persistence_top10,6.940347711420342e-05,4.6369708072955815e-05,9.182793949346683e-05,2.994468310025553e-05,5.3452124508388716e-05,8.3369228417791e-05,0.0001603334936668
210,2024_7,2024,7,max_persistence_top10,5.2508598282968834e-05,2.0779522296622095e-05,6.203042522563948e-05,2.159223427895917e-05,3.4934846511256506e-05,5.5579485611860664e-05,0.0001111069960371
211,2024_8,2024,8,max_persistence_top10,3.4934846511256506e-05,1.197709762811445e-05,4.525701240718802e-05,2.174490217285054e-05,2.1768944423884887e-05,3.7035665345727935e-05,8.01667468334135e-05
212,2024_9,2024,9,max_persistence_top10,0.0,3.525485011348384e-09,1.883694899991291e-07,1.76414548211429e-06,0.0,0.0,8.209254514128329e-07
0,2007_1,2007,1,total_persistence_top10,0.0003999505799404834,0.0001880073469638109,0.00038711159306590616,7.242103691367621e-05,0.0002605111549553454,0.00038171673524995536,0.0005513499035943091
1,2007_2,2007,2,total_persistence_top10,0.00031235702753907,0.00010180071846903198,0.00033342401033666487,6.639923529587304e-05,0.00022442310909475923,0.0003272678160772775,0.00048643911325134257
2,2007_3,2007,3,total_persistence_top10,0.0003492361742418325,9.391122174720776e-05,0.00031066769645331097,6.285638329224054e-05,0.0002013040401739973,0.00030758140664830695,0.0004472193750048509
3,2007_4,2007,4,total_persistence_top10,0.0003479017667436327,0.00011010687439089791,0.0003358783471365998,6.190735603960581e-05,0.0002284450200910806,0.0003313187557994783,0.00046764094878195883
4,2007_5,2007,5,total_persistence_top10,0.0004067778789988569,0.00015402288271416023,0.0003527171195938438,7.432167671627425e-05,0.00022166438569584942,0.00034938499353650903,0.0005142262960294404
5,2007_6,2007,6,total_persistence_top10,0.0003256078763608754,8.04786641481445e-05,0.0002944289118227849,5.887313417218774e-05,0.00019779436960158948,0.0002877205942099964,0.0004211363277392093
6,2007_7,2007,7,total_persistence_top10,0.0003336202941421295,0.000162821071836282,0.0003742231762714036,7.4020542470291e-05,0.0002471909391592141,0.0003675050921881879,0.0005357198551595409
7,2007_8,2007,8,total_persistence_top10,0.00030580786461804216,7.21869001202858e-05,0.0003162258900781633,6.0465213084460326e-05,0.00021302888942654203,0.0003117813237459954,0.00044799849200574676
8,2007_9,2007,9,total_persistence_top10,0.0002827428904321124,0.00012059174181921295,0.00034101514016614856,6.532543701992647e-05,0.00022923342065106622,0.0003399364408222642,0.00048090010255456204
9,2007_10,2007,10,total_persistence_top10,0.0003157040244262626,0.00021769526876126333,0.00041993519865453236,8.10213125703517e-05,0.0002828792370515878,0.0004137712948848241,0.0006046434431839655
10,2007_11,2007,11,total_persistence_top10,0.0003845935003257851,9.906753396786467e-05,0.00032884462641123556,6.291290055516704e-05,0.00022050778816930336,0.0003250915720946066,0.00046806327711171466
11,2007_12,2007,12,total_persistence_top10,0.0005106170119349326,0.0002958776358777009,0.00046400899085550964,0.00010622241345459348,0.00028542076376519935,0.0004520827264380783,0.0006938869579928587
12,2008_1,2008,1,total_persistence_top10,0.0002473177561548167,8.359520986636137e-05,0.000314233119598539,5.971616338112306e-05,0.000208624867307082,0.0003108482855843055,0.0004495576504949279
13,2008_2,2008,2,total_persistence_top10,0.0004445503522099096,0.0002663233263146979,0.00047480888126516676,9.616014874191268e-05,0.0003128048387229775,0.00047188941176127907,0.0006816389794878615
14,2008_3,2008,3,total_persistence_top10,0.0003111570128361286,0.00012517528506167177,0.00034475696508585085,6.80409256905541e-05,0.00022563633184097108,0.0003381845924619236,0.0004929686219911043
15,2008_4,2008,4,total_persistence_top10,0.00034501634776597917,0.00010131342591509955,0.00035299640198804204,6.787787431639771e-05,0.00023858613780467836,0.0003500035907200893,0.0004900585180288372
16,2008_5,2008,5,total_persistence_top10,0.00037895754461408286,0.00017840327922983778,0.000398219889912982,7.902004338701532e-05,0.0002607135734577788,0.000393124511016381,0.0005756365696067504
17,2008_6,2008,6,total_persistence_top10,0.0003333145246728581,0.00011400088418845667,0.000318249358033024,6.530648999320068e-05,0.00020384609384203225,0.00031206952282297924,0.0004619475002430454
18,2008_7,2008,7,total_persistence_top10,0.00031689513135136054,0.00010332590927006707,0.00036641511378101476,7.215564340559385e-05,0.00023684007572183884,0.00036197075568952786,0.000523616378661286
19,2008_8,2008,8,total_persistence_top10,0.00027884883702561456,8.895575624760996e-05,0.0003220718942063319,6.461579499437143e-05,0.00020871222329252139,0.0003167513851295658,0.0004713976420678911
20,2008_9,2008,9,total_persistence_top10,0.0003318445162248077,0.00011113041862355685,0.00032295950474038924,6.391298787347898e-05,0.00021171893421623772,0.000320038841200948,0.00045704675818489607
21,2008_10,2008,10,total_persistence_top10,0.00030161272512869346,9.978652233224822e-05,0.00032205533044016516,6.157507336881666e-05,0.00021891391598539525,0.0003166218630962247,0.00045687778886604585
22,2008_11,2008,11,total_persistence_top10,0.0002754051200148575,0.00010663574258755373,0.0003383458166605695,6.666930345254344e-05,0.00022627526230135374,0.00033506362977247096,0.00048405691230233563
23,2008_12,2008,12,total_persistence_top10,0.0003890787220866149,0.0001104764663174033,0.00035484153327643126,6.687911653447507e-05,0.00023755786999814745,0.00035054287751535294,0.000502667409741581
24,2009_1,2009,1,total_persistence_top10,0.0003544865316398668,0.00017502214069359967,0.00038833356906844686,7.768414270429175e-05,0.00025448457743165335,0.00038349166957949983,0.0005577991985157976
25,2009_2,2009,2,total_persistence_top10,0.00031922136830427815,0.00013437529172832214,0.0003662017273599896,6.910804153942728e-05,0.00024079692025120818,0.00036334489046240133,0.0005134829366900301
26,2009_3,2009,3,total_persistence_top10,0.0002504687755292579,0.00015971899014716114,0.0003788475760824786,7.267010283201696e-05,0.00025174033072228525,0.00037259510515719977,0.0005322473987560723
27,2009_4,2009,4,total_persistence_top10,0.00023695661445049713,0.0001328120647098326,0.0003663772437207685,7.440225043741584e-05,0.00023698577963965752,0.00036088797300719636,0.0005223615732618624
28,2009_5,2009,5,total_persistence_top10,0.00030958759646392903,8.923860199349058e-05,0.0003287069526731936,6.64538072214303e-05,0.00021486822054899278,0.000322479056500597,0.0004724227979911377
29,2009_6,2009,6,total_persistence_top10,0.000275303924293343,0.00010283551069413149,0.0003134122817558204,5.812284057967095e-05,0.0002073217080505427,0.00030992075218964357,0.00043486318100360405
30,2009_7,2009,7,total_persistence_top10,0.00032725037246533745,8.348515983572814e-05,0.0003320222513278495,6.490710163659594e-05,0.00022190218400508523,0.0003256531806952442,0.00047125624322015645
31,2009_8,2009,8,total_persistence_top10,0.0002888904237915,0.0001436663134679413,0.00037455105185357605,7.512790935724955e-05,0.00024434870340285313,0.0003684841209892791,0.0005334699971576727
32,2009_9,2009,9,total_persistence_top10,0.00025232486856409625,8.489712400003823e-05,0.0003185088074991686,6.152652284874522e-05,0.0002118495720933992,0.0003144766326534631,0.00045825782720420146
33,2009_10,2009,10,total_persistence_top10,0.00040616964976392274,8.146109467930056e-05,0.0003262186958869564,5.830990765353958e-05,0.0002324000434650516,0.00032412894985589064,0.0004538460388450909
34,2009_11,2009,11,total_persistence_top10,0.0002950198163084652,8.509755688944825e-05,0.00029542988645554557,5.195069125637621e-05,0.00020001663625255015,0.0002924253371639103,0.0004112554679850225
35,2009_12,2009,12,total_persistence_top10,0.0002771730696214454,9.95217204206208e-05,0.00034397775504873683,6.852264702143992e-05,0.00022364650090982816,0.0003393607810812028,0.0004928965179841009
36,2010_1,2010,1,total_persistence_top10,0.000339858170105975,9.975020582568897e-05,0.0003505463247667832,6.613859356339529e-05,0.00024026131071251225,0.000346674743333922,0.0004992237239138904
37,2010_2,2010,2,total_persistence_top10,0.00032176089233260194,0.00014617430289801703,0.00034762830390199694,6.385858338210975e-05,0.0002376407043319941,0.000342967778635773,0.0004745247314678169
38,2010_3,2010,3,total_persistence_top10,0.0004768585120080216,0.00012146861805118911,0.00034008413927902667,6.773209853404921e-05,0.0002236033930293247,0.0003330966092294521,0.0004879084950265009
39,2010_4,2010,4,total_persistence_top10,0.0003582848124842024,0.00018066889042459212,0.00038784022303901345,7.610564381123298e-05,0.00025547895114880485,0.0003827666287294732,0.0005582298308078701
40,2010_5,2010,5,total_persistence_top10,0.00047047296862225135,0.00022624654060616136,0.00044150156660908947,8.640406665499476e-05,0.00029740468645702195,0.00043467236953838014,0.0006259284029236186
41,2010_6,2010,6,total_persistence_top10,0.0003651415750426493,0.00010251273099516254,0.0003399067246732942,6.833862650663529e-05,0.0002250413008506588,0.00033616098306463816,0.000491141385940991
42,2010_7,2010,7,total_persistence_top10,0.00038644524841512237,0.00012894746066963942,0.00034422583320125867,6.663774146934814e-05,0.00022623009917542672,0.0003388424142710189,0.00048316140405305487
43,2010_8,2010,8,total_persistence_top10,0.0003641983971353451,8.987823218017749e-05,0.00033632462080628587,6.645128976052598e-05,0.0002212852893990367,0.00033256062372776386,0.00047364950323248236
44,2010_9,2010,9,total_persistence_top10,0.00036668968912845245,0.00020284201238697296,0.00040498804082090775,8.02144638429119e-05,0.0002690262225316475,0.0004001404934753884,0.0005683182403866655
45,2010_10,2010,10,total_persistence_top10,0.0003871723774146496,0.00013147757743047744,0.0003570031611700359,6.626206629438053e-05,0.00024031106763355598,0.00035434772347856924,0.0004850546924377317
46,2010_11,2010,11,total_persistence_top10,0.0002300149623623714,9.2985782967418e-05,0.00032309843719934467,6.016158111286398e-05,0.00021932079858635002,0.0003176359640769897,0.00045424907694768205
47,2010_12,2010,12,total_persistence_top10,0.00024379797214020479,0.00011108578673563742,0.0003452457102457467,6.726701236920694e-05,0.00023514981026035426,0.00033819887932990485,0.000491290292237459
48,2011_1,2011,1,total_persistence_top10,0.00043129551967452905,0.0001581095159390703,0.0003909272896343742,7.959019903694188e-05,0.00025257682664231055,0.00038327896418727887,0.0005642936448187937
49,2011_2,2011,2,total_persistence_top10,0.000322016925055539,0.0001341804895813598,0.00037085528685615354,7.138148531319436e-05,0.00024973827126700777,0.0003666247111392536,0.0005180706701076157
50,2011_3,2011,3,total_persistence_top10,0.00031529686160364933,9.924086815957691e-05,0.00031936923416727873,5.7016082504547e-05,0.0002159320553674303,0.0003165902241277032,0.00044027883981069354
51,2011_4,2011,4,total_persistence_top10,0.00036162515405602664,0.0001462718724071775,0.0004066415860119871,7.850534378110422e-05,0.0002754779624382839,0.0004020893247836187,0.0005755224198572198
52,2011_5,2011,5,total_persistence_top10,0.000362264077449551,0.00020657243863258034,0.0004066756019176848,7.908406744206286e-05,0.0002733108377312153,0.00039651923134751505,0.0005780634406819037
53,2011_6,2011,6,total_persistence_top10,0.00035877621818651816,0.00010309415752861476,0.00033333795887810833,6.195868078857371e-05,0.0002298635006921209,0.0003271320372786316,0.00046928052432623443
54,2011_7,2011,7,total_persistence_top10,0.00037216821175092927,8.806417234303004e-05,0.0003577905378808786,6.675109283681462e-05,0.0002467223479586399,0.00035082621384160376,0.0005030987449738155
55,2011_8,2011,8,total_persistence_top10,0.0004522348429687122,7.848925664266021e-05,0.0003494677968740598,6.540670138072218e-05,0.00024067567868075532,0.00034185127701250105,0.0004937481052168192
56,2011_9,2011,9,total_persistence_top10,0.00044642935309055395,0.0001519387567167728,0.0003836814903541951,7.259025710015897e-05,0.00026186169219156465,0.00037714763332933997,0.0005377375900664695
57,2011_10,2011,10,total_persistence_top10,0.00044256533449664817,0.0001432456308813103,0.00037079173552764935,7.093414758779394e-05,0.0002459567101253723,0.0003643440898158443,0.000531532925443217
58,2011_11,2011,11,total_persistence_top10,0.0005128010937622601,0.0001616437431342551,0.00040647656967665645,7.771805925588959e-05,0.00026791844526358763,0.0004002437137246585,0.000567477120285344
59,2011_12,2011,12,total_persistence_top10,0.00035782941832013644,0.00013413350791894061,0.00036229020911715396,6.933456886789987e-05,0.00024514206224090384,0.00035696044176062436,0.0005093490592611934
60,2012_1,2012,1,total_persistence_top10,0.0003309155190042004,0.0001067355221742548,0.0003472903996662098,6.476159681286925e-05,0.00024161476288646564,0.0003392395866989435,0.00048738227835923737
61,2012_2,2012,2,total_persistence_top10,0.0003028401786741031,0.0001039127164549151,0.0003666935212085199,6.483525340864688e-05,0.00024100094980522812,0.0003633064896654644,0.0005029250266081393
62,2012_3,2012,3,total_persistence_top10,0.00038759764151495335,0.00012339199121230902,0.0003630633853693567,6.441172622764317e-05,0.0002487957088070923,0.0003577830388743825,0.0005008646914111428
63,2012_4,2012,4,total_persistence_top10,0.0004377535247983082,0.00011499408876523083,0.00034227713632070244,6.199366810331707e-05,0.00023428772778769474,0.0003395789739478865,0.0004794054622582746
64,2012_5,2012,5,total_persistence_top10,0.00028089252431838193,0.00011912643980755553,0.00035420777926446144,6.8365623885673e-05,0.0002336987715652313,0.00035090293442726126,0.0005019234983950524
65,2012_6,2012,6,total_persistence_top10,0.0003611523945278366,0.00017025774178740794,0.00038032146859604,7.209218776167992e-05,0.0002576002261153589,0.00037381950473588433,0.0005462095712292198
66,2012_7,2012,7,total_persistence_top10,0.00032668280295185693,0.0001098611493177836,0.0003542868599059959,6.739440232188224e-05,0.00023854963187586203,0.00035023562493162604,0.0004960082070558778
67,2012_8,2012,8,total_persistence_top10,0.0004025772529703899,0.00010030617785829526,0.00035657385801504666,6.434387145290253e-05,0.00023970985278609167,0.0003522144950957427,0.0004867687801884258
68,2012_9,2012,9,total_persistence_top10,0.00038162847691586695,0.00010049686588505301,0.0003245849080668618,5.791585825786859e-05,0.00022695954512313407,0.000320850691545479,0.00044176595847935686
69,2012_10,2012,10,total_persistence_top10,0.0003515912118657532,9.646262635392215e-05,0.0003359548332436598,6.140856906728524e-05,0.00022845014129784443,0.0003329528194177105,0.0004659891369283538
70,2012_11,2012,11,total_persistence_top10,0.000586860926141585,0.00017069070624893548,0.00042365726081147113,8.070349101230954e-05,0.0002856555570259312,0.00041938054058621307,0.0005921394627802665
71,2012_12,2012,12,total_persistence_top10,0.0003415521567632957,8.790151725719247e-05,0.00034597674254891944,6.498064571612376e-05,0.00023121214158930667,0.0003410368131027864,0.0004890588908900767
72,2013_1,2013,1,total_persistence_top10,0.00042113721432298826,0.00015012810445768458,0.0003824091784782162,7.37301847885205e-05,0.0002511500584244918,0.00037738429887910726,0.0005330600102826684
73,2013_2,2013,2,total_persistence_top10,0.0003584726299815159,0.00026246439631362364,0.00046403461994058725,9.815315996801009e-05,0.00030001473697023,0.0004556382141737334,0.0006959485601417875
74,2013_3,2013,3,total_persistence_top10,0.0005640967902248774,8.575224172732341e-05,0.0003735919188105855,7.011233038280489e-05,0.0002534500361215873,0.0003687798002407409,0.0005252029087143062
75,2013_4,2013,4,total_persistence_top10,0.0004962686217738629,0.00012934897721143552,0.00038225588640197425,7.125025150240511e-05,0.0002569361945737918,0.0003764337345986638,0.0005310975025180549
76,2013_5,2013,5,total_persistence_top10,0.0004487475706325225,0.00018883346760837554,0.000403522046181959,8.100536838570069e-05,0.0002643425074587035,0.0003990696100217674,0.0006012811199784557
77,2013_6,2013,6,total_persistence_top10,0.0004044717329930315,0.00011356448363862566,0.0003717604731037445,7.169719366608474e-05,0.00025130289101980954,0.0003650697995432895,0.0005264501255723848
78,2013_7,2013,7,total_persistence_top10,0.0003451397340163504,8.3835488145919e-05,0.0003675898953627864,6.869593937944584e-05,0.0002495249003433595,0.00036388180639979105,0.0005166832362441923
79,2013_8,2013,8,total_persistence_top10,0.0004268395683676429,0.000192340239168362,0.00042511874408144825,8.223759789323795e-05,0.00028997159859985494,0.0004177445503423385,0.0006000170306458928
80,2013_9,2013,9,total_persistence_top10,0.00027948081774165925,8.945741351467471e-05,0.0003614654694636449,6.680786931417578e-05,0.00024585161570394394,0.0003559608759069904,0.0004936762665960499
81,2013_10,2013,10,total_persistence_top10,0.0003250716819360828,0.00011045755546504445,0.0003657274801652672,6.548939826074774e-05,0.00024929406555654945,0.00036185081941426044,0.000515762705773292
82,2013_11,2013,11,total_persistence_top10,0.00043127697433054574,0.00010599335247157688,0.0003546483836532285,6.132668524744585e-05,0.0002454851873800993,0.000352260653945756,0.00048288922408406545
83,2013_12,2013,12,total_persistence_top10,0.00037774936737797454,0.00010782686072596204,0.00035073669898275333,6.150763084368163e-05,0.00024875339252351455,0.00034574993716596756,0.00047612006087370307
84,2014_1,2014,1,total_persistence_top10,0.0003730632359827511,0.0001201438564321199,0.0003608671109395396,6.7107757186728e-05,0.00024246837135798166,0.00035630426718622106,0.0005023690278829268
85,2014_2,2014,2,total_persistence_top10,0.000390319944472653,0.00014979358378644674,0.0003926671968388896,6.983151442343377e-05,0.00027341020208805015,0.0003899796601724414,0.0005304717275842944
86,2014_3,2014,3,total_persistence_top10,0.00038273513207062406,0.00012156262935480666,0.0004090248741475404,7.094484641071643e-05,0.00028767402955497367,0.00040175746725972265,0.0005567168473600806
87,2014_4,2014,4,total_persistence_top10,0.00028096173828247024,0.00010945559194904989,0.00036320687079478565,6.616008330283818e-05,0.00024917207523781726,0.0003594620316528492,0.0005046168801617296
88,2014_5,2014,5,total_persistence_top10,0.00045700692749929805,0.00011589602820647482,0.0003358461740252927,6.147825043329165e-05,0.00022876851338730748,0.00033184508823936736,0.00046732264163143597
89,2014_6,2014,6,total_persistence_top10,0.00040129768026095694,0.00022742412094768603,0.00043082269950758654,8.394946096363916e-05,0.00028559367791892,0.0004231803979737096,0.0005996889944566375
90,2014_7,2014,7,total_persistence_top10,0.00038222210967450346,0.00014049611506267333,0.00038252492598187096,7.1175927690026e-05,0.0002596462182847164,0.00037735444043298695,0.0005296098013476456
91,2014_8,2014,8,total_persistence_top10,0.00038225085056298245,0.00015525283248698875,0.0003942757277926684,6.935448491083265e-05,0.0002714880566179998,0.0003913220878785399,0.00054795874219381
