month_index,month_label,year,month,summary_statistic,observed_value,fitted_mean_field_value,bootstrap_mean,bootstrap_sd,ci_2_5,ci_50,ci_97_5
180,2022_1,2022,1,total_persistence_top10,0.0005048776106508167,0.0002723128313358066,0.0005117689576627496,8.235456509591599e-05,0.0003708839505798211,0.0005051819651664619,0.0006751785788323336
181,2022_2,2022,2,total_persistence_top10,0.00039157437803435485,0.0003072233516291629,0.0006274567192006753,0.00010597930865184467,0.0004439651739761565,0.0006195536715074133,0.0008456209450724468
182,2022_3,2022,3,total_persistence_top10,0.0005274978384820034,0.00033824171235432524,0.0005795527096733573,9.897588322739088e-05,0.00040735212839100707,0.0005705454691395681,0.0007989015277818845
183,2022_4,2022,4,total_persistence_top10,0.0003788674004359334,0.00024230101048202087,0.0004772003774876466,7.813211721615211e-05,0.0003385555180176205,0.00046975592943474876,0.000645544214000242
184,2022_5,2022,5,total_persistence_top10,0.00038002889751220944,0.00021597613648724275,0.0004982077883136675,8.682600387908104e-05,0.0003546305890266691,0.0004857328263369213,0.0006840804297029384
185,2022_6,2022,6,total_persistence_top10,0.0005906150818771304,0.0002224314432551177,0.0005175776910406576,9.038782927204527e-05,0.00036264254652255225,0.0005047706934571343,0.0007165666791963843
186,2022_7,2022,7,total_persistence_top10,0.000619962803260704,0.0003102513841737525,0.000577296582955459,0.00010378082378031584,0.00040796206038370264,0.0005674106358907695,0.0007999268492651985
187,2022_8,2022,8,total_persistence_top10,0.0009930450174860659,0.00041227957088783916,0.0006663442296721252,0.0001248089302001362,0.00046748674651566366,0.0006492066011669298,0.0009442400521569431
188,2022_9,2022,9,total_persistence_top10,0.0004470394522642305,0.00029436589178650645,0.0005225626293908236,9.152080083747911e-05,0.0003717045308189885,0.0005126063326822599,0.000724915053626191
189,2022_10,2022,10,total_persistence_top10,0.000572455217808696,0.00029275372081605694,0.0005770831106096548,0.00010677246843197366,0.00040937296197375225,0.0005621066371666751,0.0008073280137023511
190,2022_11,2022,11,total_persistence_top10,0.0004744626512721052,0.00025049020203291684,0.0005249529018052597,9.257648195216676e-05,0.0003625707706223412,0.0005190200720460922,0.0007199840704800739
191,2022_12,2022,12,total_persistence_top10,0.000655680313451351,0.00043706128402387883,0.0006089870322564283,0.00010023476427958666,0.00042398639822846166,0.0006024424705894119,0.0008268286057569915
192,2023_1,2023,1,total_persistence_top10,0.0005938221568791862,0.0003161513992725189,0.0004851072305070945,7.856965496390241e-05,0.0003493147704561802,0.00047657403100723954,0.000653494671691606
193,2023_2,2023,2,total_persistence_top10,0.0007443623058630938,0.00033042824463644664,0.0004975530400791423,7.721060439941709e-05,0.0003609449716207509,0.0004910974867744068,0.0006696863143021784
194,2023_3,2023,3,total_persistence_top10,0.0006820779404587019,0.00026827692400442453,0.00048163120843687523,8.116316766387325e-05,0.00033615003707770816,0.0004770971907054964,0.0006605084918651385
195,2023_4,2023,4,total_persistence_top10,0.0005564481497365672,0.00037970227587983513,0.0005604121534253028,8.664639852817641e-05,0.000410117841658932,0.0005538293409082067,0.0007582644166501897
196,2023_5,2023,5,total_persistence_top10,0.0006147725610287388,0.0003297769674342577,0.0005171264994809483,8.258310825652541e-05,0.0003786488716428298,0.000511716798879196,0.0007007779077212627
197,2023_6,2023,6,total_persistence_top10,0.0005184075032616355,0.00030462007895604463,0.0005192247470019506,8.809473019581652e-05,0.00037663780102464937,0.0005093049378615233,0.000729813517145003
198,2023_7,2023,7,total_persistence_top10,0.0005181909956384554,0.0003079917436822769,0.0005062067108721331,8.154869583759674e-05,0.0003609803808262411,0.0005028757121437793,0.0006869163056009512
199,2023_8,2023,8,total_persistence_top10,0.000649283368146932,0.0003056551173145485,0.00048340715409779213,7.666171016165733e-05,0.000341688562039419,0.00048080779150642223,0.0006488131479723483
200,2023_9,2023,9,total_persistence_top10,0.0006509791601447204,0.00022853917444155011,0.0004422825852849838,7.162110367051682e-05,0.0003179525590150989,0.00043732845753442437,0.0005890292027014273
201,2023_10,2023,10,total_persistence_top10,0.000587752883345403,0.0002595247792470066,0.00043960860283844894,6.896255710526865e-05,0.00031886775310912505,0.00043542001480764963,0.0005848380473173551
202,2023_11,2023,11,total_persistence_top10,0.0004853358647845059,0.0003976184855055801,0.000579182849901512,0.00012356208076970534,0.00036505411598310226,0.0005723645240142673,0.0008490584268125509
203,2023_12,2023,12,total_persistence_top10,0.0005581371721866041,0.000188067773599352,0.00040855236213591085,7.142266213551487e-05,0.00028767600013368197,0.0004007001342815692,0.0005612204334443035
204,2024_1,2024,1,total_persistence_top10,0.0005097888490938655,0.00031570932928540836,0.000466449214425677,8.072248582091131e-05,0.00032620896758834905,0.00045958760165487844,0.0006398704299810386
205,2024_2,2024,2,total_persistence_top10,0.0004548907664924582,0.0002116007328797388,0.0004069886399315949,7.670353731859196e-05,0.000280200579934664,0.0003992710833280751,0.0005753506209889874
206,2024_3,2024,3,total_persistence_top10,0.0006426627799187331,0.0002631759663249269,0.00043207819484535927,8.076726442518766e-05,0.0003028935900397657,0.00042505417667090177,0.0006104624647424922
207,2024_4,2024,4,total_persistence_top10,0.0004362416498988688,0.00018246215181158385,0.000386650924202757,6.630288273014215e-05,0.00027182553410028994,0.0003840888411365227,0.0005293255642754514
208,2024_5,2024,5,total_persistence_top10,0.00037486336855293797,0.00022790263411475884,0.00039852608362613365,7.082094207754503e-05,0.0002733153870544743,0.00039235328525983985,0.0005546620742923528
209,2024_6,2024,6,total_persistence_top10,0.0004238567130285317,0.00020682997312689125,0.00038237074422190897,6.445251936914341e-05,0.0002690040640870806,0.00037872789981221604,0.0005178659872921531
210,2024_7,2024,7,total_persistence_top10,0.00019796341126532052,0.00010526750344900786,0.0002690013048987393,5.202994895510123e-05,0.00018073676412207052,0.00026463155853686935,0.0003794344388540603
211,2024_8,2024,8,total_persistence_top10,0.00012259485025547617,4.3848705749635305e-05,0.00017316570274103076,4.6028693789030506e-05,9.272357877029154e-05,0.0001695706593270458,0.00026804896166605897
212,2024_9,2024,9,total_persistence_top10,0.0,8.941787699331726e-09,1.883694899991291e-07,1.76414548211429e-06,0.0,0.0,8.209254514128329e-07
0,2007_1,2007,1,mean_positive_persistence_top10,3.999505799404834e-05,1.8800734696381088e-05,3.872272239966219e-05,7.240601738657217e-06,2.6051115495534535e-05,3.8173804219416785e-05,5.5134990359430915e-05
1,2007_2,2007,2,mean_positive_persistence_top10,3.1235702753907e-05,1.0180071846903199e-05,3.336727273172363e-05,6.626219006381594e-06,2.2521868000449535e-05,3.273477839365203e-05,4.8643911325134254e-05
2,2007_3,2007,3,mean_positive_persistence_top10,3.492361742418325e-05,9.391122174720775e-06,3.109609429276775e-05,6.2718730885865684e-06,2.0272377875404468e-05,3.092034354175185e-05,4.472193750048509e-05
3,2007_4,2007,4,mean_positive_persistence_top10,3.479017667436327e-05,1.1010687439089792e-05,3.359246520501661e-05,6.1833096909095405e-06,2.284450200910806e-05,3.313187557994783e-05,4.6764094878195884e-05
4,2007_5,2007,5,mean_positive_persistence_top10,4.067778789988569e-05,1.540228827141602e-05,3.53181501779704e-05,7.406901366520383e-06,2.231655845631933e-05,3.500452986843956e-05,5.142262960294404e-05
5,2007_6,2007,6,mean_positive_persistence_top10,3.256078763608754e-05,8.04786641481445e-06,2.9464221334251506e-05,5.887481329780272e-06,1.9779436960158945e-05,2.8793379209739734e-05,4.21698405368997e-05
6,2007_7,2007,7,mean_positive_persistence_top10,3.336202941421295e-05,1.62821071836282e-05,3.743780039123594e-05,7.405757259072742e-06,2.4746804433444207e-05,3.678988640774727e-05,5.357198551595409e-05
7,2007_8,2007,8,mean_positive_persistence_top10,3.058078646180422e-05,7.21869001202858e-06,3.1640554835796836e-05,6.038842665228059e-06,2.13028889426542e-05,3.117813237459954e-05,4.4799849200574676e-05
8,2007_9,2007,9,mean_positive_persistence_top10,2.8274289043211238e-05,1.2059174181921295e-05,3.41092395133436e-05,6.535626341909095e-06,2.292334206510662e-05,3.399364408222642e-05,4.80900102554562e-05
9,2007_10,2007,10,mean_positive_persistence_top10,3.157040244262626e-05,2.1769526876126333e-05,4.201297251435805e-05,8.087082428407022e-06,2.832438553580363e-05,4.139119958578164e-05,6.046434431839655e-05
10,2007_11,2007,11,mean_positive_persistence_top10,3.845935003257851e-05,9.906753396786466e-06,3.289662397051748e-05,6.2848154348751335e-06,2.210792486140249e-05,3.252090401643517e-05,4.6806327711171465e-05
11,2007_12,2007,12,mean_positive_persistence_top10,5.106170119349326e-05,2.958776358777009e-05,4.6425560558808474e-05,1.063317878248342e-05,2.8542076376519935e-05,4.520827264380783e-05,6.960535706890393e-05
12,2008_1,2008,1,mean_positive_persistence_top10,2.473177561548167e-05,8.359520986636137e-06,3.144897331010964e-05,5.967050356700441e-06,2.08624867307082e-05,3.1109365116029014e-05,4.4955765049492784e-05
13,2008_2,2008,2,mean_positive_persistence_top10,4.445503522099096e-05,2.663233263146979e-05,4.7521874898071736e-05,9.622381973832413e-06,3.128048387229775e-05,4.71889411761279e-05,6.816389794878616e-05
14,2008_3,2008,3,mean_positive_persistence_top10,3.111570128361286e-05,1.2517528506167177e-05,3.44968617195358e-05,6.783082269951647e-06,2.270426660840663e-05,3.383601703026245e-05,4.929686219911043e-05
15,2008_4,2008,4,mean_positive_persistence_top10,3.450163477659792e-05,1.0131342591509955e-05,3.530589492378522e-05,6.7828812231001795e-06,2.3858613780467838e-05,3.500035907200893e-05,4.900585180288372e-05
16,2008_5,2008,5,mean_positive_persistence_top10,3.789575446140829e-05,1.784032792298378e-05,3.9868582984009136e-05,7.854235127426135e-06,2.6131030401162637e-05,3.932176859228608e-05,5.756365696067503e-05
17,2008_6,2008,6,mean_positive_persistence_top10,3.333145246728581e-05,1.1400088418845666e-05,3.1883869748979454e-05,6.499911770768662e-06,2.050199205033902e-05,3.1214789318971034e-05,4.6194750024304537e-05
18,2008_7,2008,7,mean_positive_persistence_top10,3.1689513135136054e-05,1.0332590927006707e-05,3.667020208449463e-05,7.1907970046939e-06,2.3684007572183883e-05,3.620083395200607e-05,5.23616378661286e-05
19,2008_8,2008,8,mean_positive_persistence_top10,2.7884883702561457e-05,8.895575624760997e-06,3.221463178570808e-05,6.45172875314107e-06,2.087122232925214e-05,3.167513851295658e-05,4.713976420678911e-05
20,2008_9,2008,9,mean_positive_persistence_top10,3.318445162248077e-05,1.1113041862355686e-05,3.230906128104435e-05,6.376227947873856e-06,2.1171893421623772e-05,3.20038841200948e-05,4.570467581848961e-05
21,2008_10,2008,10,mean_positive_persistence_top10,3.0161272512869344e-05,9.978652233224822e-06,3.221478715185494e-05,6.151911133376335e-06,2.1891391598539526e-05,3.168321919560671e-05,4.5687778886604585e-05
22,2008_11,2008,11,mean_positive_persistence_top10,2.7540512001485748e-05,1.0663574258755373e-05,3.386890855626269e-05,6.676910618982035e-06,2.2627526230135376e-05,3.353776550614674e-05,4.840569123023357e-05
23,2008_12,2008,12,mean_positive_persistence_top10,3.890787220866149e-05,1.104764663174033e-05,3.548893392647347e-05,6.678968211089944e-06,2.3755786999814745e-05,3.5054287751535294e-05,5.0266740974158105e-05
24,2009_1,2009,1,mean_positive_persistence_top10,3.544865316398668e-05,1.7502214069359965e-05,3.886057424949937e-05,7.76320531236473e-06,2.5455008017948636e-05,3.836123157021727e-05,5.577991985157977e-05
25,2009_2,2009,2,mean_positive_persistence_top10,3.192213683042782e-05,1.3437529172832213e-05,3.66381293780135e-05,6.905699789841138e-06,2.4079692025120816e-05,3.6426397816528613e-05,5.1348293669003005e-05
26,2009_3,2009,3,mean_positive_persistence_top10,2.504687755292579e-05,1.5971899014716113e-05,3.7915744143806456e-05,7.253812833399503e-06,2.5319707653609142e-05,3.7281245991743256e-05,5.322473987560723e-05
27,2009_4,2009,4,mean_positive_persistence_top10,2.3695661445049712e-05,1.328120647098326e-05,3.666655201827039e-05,7.432805465705157e-06,2.3737048727208988e-05,3.6288739810247964e-05,5.223615732618623e-05
28,2009_5,2009,5,mean_positive_persistence_top10,3.0958759646392906e-05,8.923860199349058e-06,3.2904987214452095e-05,6.62503687342999e-06,2.1495887750867115e-05,3.229215759600828e-05,4.724227979911377e-05
29,2009_6,2009,6,mean_positive_persistence_top10,2.75303924293343e-05,1.028355106941315e-05,3.1360473954539655e-05,5.79501181156766e-06,2.0866949298574586e-05,3.1016016322400316e-05,4.348631810036041e-05
30,2009_7,2009,7,mean_positive_persistence_top10,3.272503724653375e-05,8.348515983572814e-06,3.321254028037358e-05,6.489885288707705e-06,2.2190218400508523e-05,3.263866067670617e-05,4.712562432201564e-05
31,2009_8,2009,8,mean_positive_persistence_top10,2.8889042379149998e-05,1.436663134679413e-05,3.747407558577151e-05,7.496579966289832e-06,2.4517956808255167e-05,3.688591873177145e-05,5.334699971576727e-05
32,2009_9,2009,9,mean_positive_persistence_top10,2.5232486856409623e-05,8.489712400003824e-06,3.188223385349149e-05,6.142704618469178e-06,2.1193387244531402e-05,3.147511416363206e-05,4.5825782720420145e-05
33,2009_10,2009,10,mean_positive_persistence_top10,4.0616964976392275e-05,8.146109467930056e-06,3.262186958869563e-05,5.830990765353961e-06,2.3240004346505162e-05,3.241289498558906e-05,4.5384603884509094e-05
34,2009_11,2009,11,mean_positive_persistence_top10,2.950198163084652e-05,8.509755688944825e-06,2.9560949930012812e-05,5.179400736475313e-06,2.0150133905034107e-05,2.9246753939896883e-05,4.1125546798502246e-05
35,2009_12,2009,12,mean_positive_persistence_top10,2.771730696214454e-05,9.95217204206208e-06,3.441040987002545e-05,6.832473392791248e-06,2.2563587868534797e-05,3.393607810812028e-05,4.928965179841008e-05
36,2010_1,2010,1,mean_positive_persistence_top10,3.39858170105975e-05,9.975020582568897e-06,3.5067407644774905e-05,6.605178834023516e-06,2.404081980349027e-05,3.4667474333392204e-05,4.992237239138904e-05
37,2010_2,2010,2,mean_positive_persistence_top10,3.21760892332602e-05,1.4617430289801703e-05,3.477411595257465e-05,6.374145339057202e-06,2.376407043319941e-05,3.432979619170485e-05,4.745247314678169e-05
38,2010_3,2010,3,mean_positive_persistence_top10,4.768585120080216e-05,1.2146861805118912e-05,3.4025627676340896e-05,6.753969586815016e-06,2.236892696346158e-05,3.335205222078958e-05,4.879084950265009e-05
39,2010_4,2010,4,mean_positive_persistence_top10,3.582848124842024e-05,1.8066889042459212e-05,3.879158506445254e-05,7.607782113549589e-06,2.5547895114880483e-05,3.828512204058459e-05,5.582298308078701e-05
40,2010_5,2010,5,mean_positive_persistence_top10,4.7047296862225135e-05,2.2624654060616135e-05,4.4159880525490386e-05,8.642709655426298e-06,2.9740468645702198e-05,4.3490251798506354e-05,6.259284029236187e-05
41,2010_6,2010,6,mean_positive_persistence_top10,3.651415750426493e-05,1.0251273099516253e-05,3.4022433852137586e-05,6.8168527265640364e-06,2.2530451856367714e-05,3.3647444262126725e-05,4.91141385940991e-05
42,2010_7,2010,7,mean_positive_persistence_top10,3.8644524841512235e-05,1.2894746066963943e-05,3.444760042694034e-05,6.648431762810581e-06,2.2695930551862425e-05,3.393498801624967e-05,4.831614040530549e-05
43,2010_8,2010,8,mean_positive_persistence_top10,3.641983971353451e-05,8.98782321801775e-06,3.365488905399509e-05,6.623580587467067e-06,2.212852893990367e-05,3.3256062372776386e-05,4.736495032324824e-05
44,2010_9,2010,9,mean_positive_persistence_top10,3.666896891284524e-05,2.0284201238697297e-05,4.051970661317428e-05,8.021489107290691e-06,2.690262225316475e-05,4.001693643667913e-05,5.6831824038666545e-05
45,2010_10,2010,10,mean_positive_persistence_top10,3.871723774146496e-05,1.3147757743047744e-05,3.571193238113382e-05,6.610733265421761e-06,2.417555128224822e-05,3.543477234785692e-05,4.850546924377317e-05
46,2010_11,2010,11,mean_positive_persistence_top10,2.300149623623714e-05,9.2985782967418e-06,3.232377691388273e-05,6.002227711521191e-06,2.2031810848293565e-05,3.17871091299405e-05,4.54249076947682e-05
47,2010_12,2010,12,mean_positive_persistence_top10,2.4379797214020477e-05,1.1108578673563743e-05,3.45301627592379e-05,6.742155765881284e-06,2.3514981026035424e-05,3.381988793299048e-05,4.912902922374589e-05
48,2011_1,2011,1,mean_positive_persistence_top10,4.3129551967452905e-05,1.581095159390703e-05,3.91163893734824e-05,7.959770056082623e-06,2.5257682664231055e-05,3.8338157369197336e-05,5.671799656005709e-05
49,2011_2,2011,2,mean_positive_persistence_top10,3.2201692505553903e-05,1.341804895813598e-05,3.710612525448141e-05,7.12695585669516e-06,2.4973827126700776e-05,3.667181064874853e-05,5.180706701076157e-05
50,2011_3,2011,3,mean_positive_persistence_top10,3.152968616036493e-05,9.92408681595769e-06,3.193913313442628e-05,5.6973602975880765e-06,2.1683125200954637e-05,3.165902241277032e-05,4.402788398106935e-05
51,2011_4,2011,4,mean_positive_persistence_top10,3.616251540560266e-05,1.4627187240717748e-05,4.066757479861263e-05,7.846956498636911e-06,2.754779624382839e-05,4.0208932478361865e-05,5.755224198572198e-05
52,2011_5,2011,5,mean_positive_persistence_top10,3.62264077449551e-05,2.0657243863258033e-05,4.067749640536284e-05,7.916608342283586e-06,2.7331083773121533e-05,3.9651923134751505e-05,5.780634406819037e-05
53,2011_6,2011,6,mean_positive_persistence_top10,3.5877621818651815e-05,1.0309415752861475e-05,3.335064313976749e-05,6.213635272042601e-06,2.2986350069212086e-05,3.271320372786316e-05,4.701724727713048e-05
54,2011_7,2011,7,mean_positive_persistence_top10,3.721682117509293e-05,9.784908038114448e-06,3.5786474295031377e-05,6.675152513452792e-06,2.467223479586399e-05,3.508262138416038e-05,5.030987449738155e-05
55,2011_8,2011,8,mean_positive_persistence_top10,4.522348429687122e-05,7.848925664266021e-06,3.49568098512855e-05,6.537244735682192e-06,2.4110465282436844e-05,3.41851277012501e-05,4.937481052168192e-05
56,2011_9,2011,9,mean_positive_persistence_top10,4.4642935309055395e-05,1.519387567167728e-05,3.837841224514952e-05,7.251071531381934e-06,2.6186169219156462e-05,3.7714763332934e-05,5.377375900664695e-05
57,2011_10,2011,10,mean_positive_persistence_top10,4.425653344966482e-05,1.432456308813103e-05,3.711547410972748e-05,7.1058379612225365e-06,2.4595671012537232e-05,3.646564473215258e-05,5.353877419767647e-05
58,2011_11,2011,11,mean_positive_persistence_top10,5.128010937622601e-05,1.616437431342551e-05,4.0652192447778514e-05,7.773229485956446e-06,2.6791844526358762e-05,4.0024371372465855e-05,5.67477120285344e-05
59,2011_12,2011,12,mean_positive_persistence_top10,3.578294183201364e-05,1.3413350791894061e-05,3.626112743051348e-05,6.924444078887558e-06,2.4547869236559166e-05,3.5707566754570496e-05,5.0934905926119336e-05
60,2012_1,2012,1,mean_positive_persistence_top10,3.309155190042004e-05,1.0673552217425481e-05,3.473230687335113e-05,6.474293569273814e-06,2.4161476288646565e-05,3.392395866989436e-05,4.873822783592374e-05
61,2012_2,2012,2,mean_positive_persistence_top10,3.028401786741031e-05,1.039127164549151e-05,3.6669352120851985e-05,6.48352534086469e-06,2.4100094980522816e-05,3.6330648966546435e-05,5.029250266081393e-05
62,2012_3,2012,3,mean_positive_persistence_top10,3.8759764151495335e-05,1.2339199121230902e-05,3.631215283923474e-05,6.433314609829737e-06,2.4879570880709232e-05,3.577830388743825e-05,5.0086469141114284e-05
63,2012_4,2012,4,mean_positive_persistence_top10,4.377535247983082e-05,1.1499408876523083e-05,3.423437224630489e-05,6.194777125611443e-06,2.3428772778769473e-05,3.3957897394788654e-05,4.794054622582746e-05
64,2012_5,2012,5,mean_positive_persistence_top10,2.8089252431838194e-05,1.1912643980755553e-05,3.5433326951774856e-05,6.829933130393812e-06,2.3432553001841478e-05,3.509029344272612e-05,5.019234983950523e-05
65,2012_6,2012,6,mean_positive_persistence_top10,3.611523945278366e-05,1.7025774178740795e-05,3.803746221296549e-05,7.199971477951467e-06,2.5760022611535888e-05,3.738195047358843e-05,5.462095712292199e-05
66,2012_7,2012,7,mean_positive_persistence_top10,3.2668280295185696e-05,1.098611493177836e-05,3.5454031414038454e-05,6.734700677175831e-06,2.38549631875862e-05,3.5040463760446566e-05,4.960082070558778e-05
67,2012_8,2012,8,mean_positive_persistence_top10,4.025772529703899e-05,1.0030617785829526e-05,3.5664451705894276e-05,6.430137870173512e-06,2.3970985278609167e-05,3.5232809534031834e-05,4.867687801884258e-05
68,2012_9,2012,9,mean_positive_persistence_top10,3.8162847691586696e-05,1.0049686588505301e-05,3.24697166417449e-05,5.78088245827711e-06,2.2702677882302094e-05,3.20850691545479e-05,4.417659584793569e-05
69,2012_10,2012,10,mean_positive_persistence_top10,3.515912118657532e-05,9.646262635392215e-06,3.3605789316499843e-05,6.14224766243202e-06,2.2845014129784442e-05,3.3295281941771056e-05,4.6598913692835384e-05
70,2012_11,2012,11,mean_positive_persistence_top10,5.86860926141585e-05,1.706907062489355e-05,4.236572608114711e-05,8.07034910123094e-06,2.8565555702593118e-05,4.1938054058621305e-05,5.9213946278026644e-05
71,2012_12,2012,12,mean_positive_persistence_top10,3.415521567632957e-05,8.790151725719247e-06,3.4619657121770153e-05,6.485837881217441e-06,2.312121415893067e-05,3.410368131027864e-05,4.890588908900767e-05
72,2013_1,2013,1,mean_positive_persistence_top10,4.211372143229882e-05,1.5012810445768458e-05,3.8252907063359156e-05,7.357531998316011e-06,2.512712631938638e-05,3.773842988791072e-05,5.330600102826685e-05
73,2013_2,2013,2,mean_positive_persistence_top10,3.584726299815159e-05,2.6246439631362364e-05,4.642107853670771e-05,9.791942942559468e-06,3.0144642823911236e-05,4.556382141737334e-05,6.959485601417876e-05
74,2013_3,2013,3,mean_positive_persistence_top10,5.640967902248774e-05,8.57522417273234e-06,3.7363086491566325e-05,7.011031561085168e-06,2.534500361215873e-05,3.689419289159323e-05,5.252029087143062e-05
75,2013_4,2013,4,mean_positive_persistence_top10,4.962686217738629e-05,1.2934897721143552e-05,3.823904538753325e-05,7.132641898309131e-06,2.569361945737918e-05,3.76557508524508e-05,5.342416940376938e-05
76,2013_5,2013,5,mean_positive_persistence_top10,4.487475706325225e-05,1.8883346760837555e-05,4.036501644856413e-05,8.08918407031034e-06,2.6631963821932468e-05,3.990696100217674e-05,6.012811199784557e-05
77,2013_6,2013,6,mean_positive_persistence_top10,4.044717329930315e-05,1.1356448363862565e-05,3.7188057743772305e-05,7.171351511042181e-06,2.5130289101980956e-05,3.652055644898034e-05,5.264501255723847e-05
78,2013_7,2013,7,mean_positive_persistence_top10,3.451397340163504e-05,8.3835488145919e-06,3.677478378486341e-05,6.854952704756574e-06,2.5011306823670137e-05,3.640998164855004e-05,5.166832362441922e-05
79,2013_8,2013,8,mean_positive_persistence_top10,4.268395683676429e-05,1.92340239168362e-05,4.2532716356250196e-05,8.21977704267162e-06,2.8997159859985492e-05,4.179339853926814e-05,6.0001703064589284e-05
80,2013_9,2013,9,mean_positive_persistence_top10,2.7948081774165924e-05,8.945741351467472e-06,3.6160139390764345e-05,6.674159523810578e-06,2.4585161570394392e-05,3.560475393321927e-05,4.936762665960499e-05
81,2013_10,2013,10,mean_positive_persistence_top10,3.2507168193608284e-05,1.1045755546504445e-05,3.657274801652671e-05,6.548939826074771e-06,2.4929406555654944e-05,3.618508194142604e-05,5.15762705773292e-05
82,2013_11,2013,11,mean_positive_persistence_top10,4.3127697433054575e-05,1.0599335247157688e-05,3.547060724741329e-05,6.125069674297744e-06,2.4548518738009934e-05,3.522606539457561e-05,4.828892240840654e-05
83,2013_12,2013,12,mean_positive_persistence_top10,3.777493673779745e-05,1.0782686072596205e-05,3.507615680842379e-05,6.146127473468191e-06,2.4877617709717506e-05,3.457499371659676e-05,4.761200608737031e-05
84,2014_1,2014,1,mean_positive_persistence_top10,3.7306323598275114e-05,1.201438564321199e-05,3.6096920075439266e-05,6.703295162513524e-06,2.4246837135798166e-05,3.56304267186221e-05,5.0236902788292675e-05
85,2014_2,2014,2,mean_positive_persistence_top10,3.90319944472653e-05,1.4979358378644674e-05,3.9279708339151665e-05,6.9669400592200015e-06,2.73571002561203e-05,3.899796601724414e-05,5.304717275842944e-05
86,2014_3,2014,3,mean_positive_persistence_top10,3.827351320706241e-05,1.2156262935480667e-05,4.091641222554831e-05,7.080103920785654e-06,2.888134357117805e-05,4.017574672597226e-05,5.567168473600806e-05
87,2014_4,2014,4,mean_positive_persistence_top10,2.8096173828247024e-05,1.0945559194904988e-05,3.632331635276344e-05,6.611494086725867e-06,2.4958502461747594e-05,3.594620316528492e-05,5.0461688016172955e-05
88,2014_5,2014,5,mean_positive_persistence_top10,4.570069274992981e-05,1.1589602820647482e-05,3.36029858610051e-05,6.121010718928954e-06,2.299524284496252e-05,3.318450882393673e-05,4.6732264163143595e-05
89,2014_6,2014,6,mean_positive_persistence_top10,4.012976802609569e-05,2.27424120947686e-05,4.308552467703423e-05,8.390224057484757e-06,2.8559367791891996e-05,4.231803979737096e-05,5.996889944566375e-05
90,2014_7,2014,7,mean_positive_persistence_top10,3.8222210967450345e-05,1.4049611506267332e-05,3.82551404368534e-05,7.112713087101672e-06,2.5999446966585488e-05,3.7735444043298696e-05,5.296098013476456e-05
91,2014_8,2014,8,mean_positive_persistence_top10,3.822508505629825e-05,1.5525283248698874e-05,3.944838601873551e-05,6.920322367390108e-06,2.7162305271433523e-05,3.9139131667297385e-05,5.479587421938099e-05
92,2014_9,2014,9,mean_positive_persistence_top10,3.797186297879576e-05,1.0325686317224874e-05,3.73796730978294e-05,6.561704717381597e-06,2.5797293806047004e-05,3.689461520163634e-05,5.1465789600879075e-05
93,2014_10,2014,10,mean_positive_persistence_top10,3.844678705300384e-05,2.1960912539743375e-05,4.9955896208713516e-05,9.237730487995391e-06,3.402265373101353e-05,4.9476415820683684e-05,7.022990614639024e-05
94,2014_11,2014,11,mean_positive_persistence_top10,5.406848127463666e-05,1.7965457234016184e-05,4.140237671752259e-05,7.382276170631503e-06,2.8139866121820158e-05,4.070604226687369e-05,5.722488165021392e-05
95,2014_12,2014,12,mean_positive_persistence_top10,4.0151318634462317e-05,1.0086321279059253e-05,4.0243931757849466e-05,7.1781657242583035e-06,2.7632573525869526e-05,3.960642821474242e-05,5.5677052552770426e-05
96,2015_1,2015,1,mean_positive_persistence_top10,4.696160569823259e-05,1.4505587623151107e-05,4.2378680004162184e-05,7.717443908810251e-06,2.8522623447313945e-05,4.190192885211513e-05,5.930994349081785e-05
97,2015_2,2015,2,mean_positive_persistence_top10,4.0952535996446944e-05,1.1455507556365658e-05,4.0373432924505294e-05,7.085182515345393e-06,2.8692790431417113e-05,3.9927611704950174e-05,5.6119746172174906e-05
98,2015_3,2015,3,mean_positive_persistence_top10,3.45842716961706e-05,1.5463766174028065e-05,4.034888085017413e-05,7.113861471446246e-06,2.7777708153495352e-05,3.9949839906048065e-05,5.5882929022886565e-05
99,2015_4,2015,4,mean_positive_persistence_top10,5.311086067489203e-05,1.8796155932700313e-05,4.499648090292021e-05,7.44168408342071e-06,3.201619995908804e-05,4.447080593199429e-05,6.078902260816781e-05
100,2015_5,2015,5,mean_positive_persistence_top10,3.894990822268784e-05,1.732374858828472e-05,4.471088617848207e-05,8.531301849023934e-06,2.9794738374204084e-05,4.4152021237032674e-05,6.314340176291733e-05
101,2015_6,2015,6,mean_positive_persistence_top10,3.7875888854055665e-05,1.2558683780706384e-05,3.937135965830138e-05,6.9788117990056354e-06,2.715452894306921e-05,3.8978162496726936e-05,5.397963984445388e-05
102,2015_7,2015,7,mean_positive_persistence_top10,4.6732456897512784e-05,1.2506099764030684e-05,4.1194007560465084e-05,7.500278473526782e-06,2.8328211489248654e-05,4.061523935466518e-05,5.777639378178188e-05
103,2015_8,2015,8,mean_positive_persistence_top10,5.637231740666335e-05,1.1192871949119015e-05,4.2911599722289004e-05,7.827090115083752e-06,2.9796188241894458e-05,4.24170161091309e-05,5.9745928918388476e-05
