month_index,month_label,year,month,filtration_type,homology_dimension,dimension,pair_id_within_month_dimension,birth,death,persistence,finite,birth_internal,death_internal,persistence_internal,c_hat,band,significant,persistence_over_band
3,2007_4,2007,4,superlevel,1,1,3,0.0001022416481353,0.0,0.0001022416481353,True,-0.0001022416481353,-0.0,0.0001022416481353,9.884462053445073e-05,0.00019768924106890146,False,0.5171836746526094
4,2007_5,2007,5,superlevel,1,1,0,9.161452273414382e-06,8.215138034856831e-06,9.463142385575508e-07,True,-9.161452273414382e-06,-8.215138034856831e-06,9.463142385575508e-07,0.00010377750103769998,0.00020755500207539997,False,0.004559342001373576
4,2007_5,2007,5,superlevel,1,1,1,9.788950232977016e-06,4.368147468658542e-06,5.4208027643184735e-06,True,-9.788950232977016e-06,-4.368147468658542e-06,5.4208027643184735e-06,0.00010377750103769998,0.00020755500207539997,False,0.02611742771850529
4,2007_5,2007,5,superlevel,1,1,2,6.287133381534689e-06,0.0,6.287133381534689e-06,True,-6.287133381534689e-06,-0.0,6.287133381534689e-06,0.00010377750103769998,0.00020755500207539997,False,0.03029140863225603
4,2007_5,2007,5,superlevel,1,1,3,1.3384730699218332e-05,0.0,1.3384730699218332e-05,True,-1.3384730699218332e-05,-0.0,1.3384730699218332e-05,0.00010377750103769998,0.00020755500207539997,False,0.06448763250888054
4,2007_5,2007,5,superlevel,1,1,4,1.593676292471473e-05,0.0,1.593676292471473e-05,True,-1.593676292471473e-05,-0.0,1.593676292471473e-05,0.00010377750103769998,0.00020755500207539997,False,0.07678332377133108
4,2007_5,2007,5,superlevel,1,1,5,1.5040534239776195e-05,0.0,1.5040534239776195e-05,True,-1.5040534239776195e-05,-0.0,1.5040534239776195e-05,0.00010377750103769998,0.00020755500207539997,False,0.07246529396729409
4,2007_5,2007,5,superlevel,1,1,6,0.0001037775010377,0.0,0.0001037775010377,True,-0.0001037775010377,-0.0,0.0001037775010377,0.00010377750103769998,0.00020755500207539997,False,0.5000000000000001
5,2007_6,2007,6,superlevel,1,1,0,1.075648846750772e-05,0.0,1.075648846750772e-05,True,-1.075648846750772e-05,-0.0,1.075648846750772e-05,0.0001495954418918917,0.0002991908837837834,False,0.035951925845712336
5,2007_6,2007,6,superlevel,1,1,1,1.6646105643584683e-05,0.0,1.6646105643584683e-05,True,-1.6646105643584683e-05,-0.0,1.6646105643584683e-05,0.0001495954418918917,0.0002991908837837834,False,0.05563707501066223
5,2007_6,2007,6,superlevel,1,1,2,1.5600137281208075e-05,0.0,1.5600137281208075e-05,True,-1.5600137281208075e-05,-0.0,1.5600137281208075e-05,0.0001495954418918917,0.0002991908837837834,False,0.05214108492851621
5,2007_6,2007,6,superlevel,1,1,3,6.997166147710178e-06,0.0,6.997166147710178e-06,True,-6.997166147710178e-06,-0.0,6.997166147710178e-06,0.0001495954418918917,0.0002991908837837834,False,0.02338696306257388
