best_recursive_model,best_model_family,best_top1_hits,best_top3_hits,best_top5_hits,best_log_loss,best_brier_score,best_mean_probability_actual,best_median_probability_actual,fixed_training_frequency_top5_hits,best_beats_fixed_training_frequency_by_top5,best_ties_fixed_training_frequency_by_top5,best_top_five_list_changes_over_year,best_distinct_counties_in_top_five_lists
hybrid_longrun_0.75_ew_0.99,hybrid_ew,1,5,8,4.189249355040194,0.934453882677325,0.060013664088342515,0.05760614081935625,8,False,True,False,5
